,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
1835,Cell1932,1,8,38,12,35,43,2
1836,Cell1933,1,8,6,25,63,2,2
1837,Cell1934,1,14,47,53,26,45,19
1838,Cell1935,1,5,57,6,38,25,5
1839,Cell1936,1,10,31,7,60,52,12
1840,Cell1937,1,5,43,51,55,30,5
1841,Cell1938,1,3,41,62,24,53,9
1842,Cell1939,1,22,24,11,34,26,18
1843,Cell1940,1,9,53,18,47,11,4
1844,Cell1941,1,10,31,4,60,52,12
1845,Cell1942,1,21,50,58,21,54,26
1846,Cell1943,1,6,16,10,59,23,3
1847,Cell1944,1,19,59,8,14,58,22
1848,Cell1945,1,3,49,44,43,0,1
1849,Cell1946,1,4,20,27,43,0,10
1850,Cell1947,1,6,16,9,45,30,8
1851,Cell1948,1,5,56,51,55,24,5
1852,Cell1949,1,17,9,42,39,13,21
1853,Cell1951,1,9,40,29,4,6,4
1854,Cell1952,1,4,12,45,61,3,18
1855,Cell1953,1,29,27,32,44,51,35
1856,Cell1954,1,30,19,22,13,50,37
1857,Cell1955,1,4,14,48,48,15,17
1858,Cell1956,1,1,62,52,8,16,0
1859,Cell1957,1,1,43,1,45,5,8
1860,Cell1958,1,1,28,30,22,48,0
1861,Cell1959,1,7,45,21,10,36,31
1862,Cell1960,1,1,62,30,25,1,0
1863,Cell1961,1,23,42,9,27,42,27
1864,Cell1962,1,4,20,62,62,0,10
1865,Cell1963,1,19,59,8,14,58,22
1866,Cell1965,1,1,43,1,45,30,8
1867,Cell1966,1,2,54,37,15,40,6
1868,Cell1967,1,6,17,21,9,61,3
1869,Cell1968,1,1,28,47,22,48,0
1870,Cell1969,1,3,20,64,24,53,9
1871,Cell1970,1,1,28,61,22,1,0
1872,Cell1971,1,17,9,42,39,13,21
1873,Cell1972,1,6,36,10,9,61,3
1874,Cell1973,1,11,55,6,29,28,32
1875,Cell1974,1,6,36,10,59,23,3
1876,Cell1975,1,4,44,27,62,32,10
1877,Cell1976,1,11,11,13,0,49,33
1878,Cell1978,1,20,61,49,42,56,23
1879,Cell1979,1,8,38,41,52,37,2
1880,Cell1980,1,14,47,25,26,45,19
1881,Cell1981,1,4,44,61,62,0,10
1882,Cell1982,1,8,6,25,63,2,2
1883,Cell1983,1,7,1,39,49,38,13
1884,Cell1985,1,18,32,45,5,10,24
1885,Cell1986,1,3,49,44,43,0,9
1886,Cell1987,1,5,56,51,55,20,5
1887,Cell1988,1,28,4,3,11,3,25
1888,Cell1989,1,14,47,53,26,45,19
1889,Cell1991,1,8,6,3,63,2,2
1890,Cell1992,1,2,5,21,17,27,6
1891,Cell1993,1,18,32,2,5,10,24
1892,Cell1994,1,6,16,10,45,23,3
1893,Cell1995,1,8,38,41,35,43,2
1894,Cell1996,1,3,22,57,32,41,1
1895,Cell1997,1,9,53,18,47,11,4
1896,Cell1998,1,11,55,54,2,7,32
1897,Cell1999,1,9,40,34,4,6,4
1898,Cell2000,1,5,57,23,38,25,5
1899,Cell2001,1,10,31,4,60,52,12
1900,Cell2002,1,2,5,30,17,27,6
1901,Cell2003,1,4,20,48,51,15,10
1902,Cell2004,1,20,48,10,42,56,23
1903,Cell2005,1,2,18,61,53,34,7
1904,Cell2006,1,7,45,9,36,36,31
1905,Cell2007,1,24,26,59,16,14,29
1906,Cell2008,1,9,10,54,4,37,4
1907,Cell2009,1,22,24,11,34,26,18
1908,Cell2010,1,4,58,27,51,55,15
1909,Cell2011,1,7,6,25,63,2,13
1910,Cell2013,1,11,55,13,2,7,32
1911,Cell2014,1,6,36,1,3,61,3
1912,Cell2015,1,25,2,63,37,12,28
1913,Cell2016,1,7,45,26,10,36,31
1914,Cell2017,1,1,52,13,33,49,0
1915,Cell2018,1,17,9,42,39,13,21
1916,Cell2019,1,20,61,49,42,56,23
1917,Cell2020,1,26,33,24,30,62,30
1918,Cell2021,1,18,32,2,5,10,24
1919,Cell2022,1,13,34,35,1,22,16
1920,Cell2023,1,4,14,48,48,19,17
1921,Cell2024,1,11,11,13,0,49,33
1922,Cell2025,1,12,51,57,29,28,14
1923,Cell2026,1,3,41,48,24,53,9
1924,Cell2027,1,1,62,52,25,1,0
1925,Cell2028,1,1,64,61,33,57,0
1926,Cell2029,1,19,59,8,14,58,22
1927,Cell2030,1,28,4,3,11,3,25
1928,Cell2031,1,17,9,42,39,13,21
1929,Cell2032,1,6,36,44,59,39,3
1930,Cell2033,1,22,24,11,34,26,18
1931,Cell2034,1,30,19,22,13,50,37
1932,Cell2035,1,5,13,23,38,25,5
1933,Cell2036,1,20,61,49,42,56,23
1934,Cell2038,1,6,46,63,59,32,11
1935,Cell2039,1,18,32,2,5,10,24
1936,Cell2040,1,3,22,28,54,31,1
1937,Cell2042,1,2,30,44,17,17,6
1938,Cell2043,1,5,57,56,38,25,11
1939,Cell2044,1,2,60,50,31,17,7
1940,Cell2045,1,29,27,32,44,51,35
1941,Cell2046,1,25,2,57,37,12,28
1942,Cell2047,1,8,25,31,63,2,2
1943,Cell2049,1,1,43,61,3,5,8
1944,Cell2050,1,10,31,21,60,52,12
1945,Cell2051,1,2,23,50,54,61,1
1946,Cell2052,1,5,13,23,56,25,11
1947,Cell2053,1,6,16,45,19,23,8
1948,Cell2054,1,22,24,11,34,26,18
1949,Cell2055,1,12,51,6,35,36,14
1950,Cell2056,1,24,26,59,16,14,29
1951,Cell2057,1,11,11,13,0,49,33
1952,Cell2058,1,1,62,43,8,1,0
1953,Cell2059,1,15,58,14,28,55,15
1954,Cell2060,1,3,17,21,54,31,1
1955,Cell2061,1,24,26,59,16,14,29
1956,Cell2062,1,5,57,51,38,24,5
1957,Cell2063,1,16,29,55,57,29,20
1958,Cell2064,1,4,12,48,61,19,17
1959,Cell2066,1,9,53,18,47,11,4
1960,Cell2067,1,1,62,52,8,16,0
1961,Cell2068,1,18,32,2,5,44,24
1962,Cell2069,1,13,34,35,1,22,16
1963,Cell2070,1,1,28,47,53,48,0
1964,Cell2071,1,5,57,23,38,25,5
1965,Cell2072,1,9,53,18,47,11,4
1966,Cell2073,1,2,17,16,54,31,1
1967,Cell2074,1,13,34,35,1,22,16
1968,Cell2075,1,3,63,39,50,22,9
1969,Cell2076,1,10,39,4,7,46,36
1970,Cell2077,1,8,6,31,63,2,2
1971,Cell2078,1,2,17,12,54,31,1
1972,Cell2079,1,1,64,40,53,57,0
1973,Cell2080,1,3,63,17,50,9,9
1974,Cell2081,1,20,61,49,42,56,23
1975,Cell2082,1,30,37,22,13,50,37
1976,Cell2083,1,8,6,1,63,2,2
1977,Cell2084,1,21,50,58,21,54,26
1978,Cell2085,1,8,25,31,23,2,2
1979,Cell2086,1,5,56,51,55,20,5
1980,Cell2087,1,15,58,63,28,55,15
1981,Cell2088,1,5,57,23,38,24,5
1982,Cell2089,1,5,15,63,56,59,11
1983,Cell2090,1,2,5,7,17,27,12
1984,Cell2091,1,1,28,5,22,48,0
1985,Cell2092,1,13,34,35,1,22,16
1986,Cell2093,1,10,39,39,7,46,36
1987,Cell2094,1,6,46,44,59,39,3
1988,Cell2095,1,13,34,35,1,22,16
1989,Cell2096,1,7,54,30,36,40,6
1990,Cell2097,1,10,39,4,60,46,36
1991,Cell2098,1,26,33,45,30,62,30
1992,Cell2099,1,2,60,21,31,57,7
1993,Cell2100,1,2,45,1,36,36,6
1994,Cell2101,1,1,28,1,22,1,0
1995,Cell2102,1,5,57,23,38,24,5
1996,Cell2103,1,18,32,2,5,44,24
1997,Cell2104,1,1,43,44,3,61,8
1998,Cell2105,1,1,62,47,25,1,0
1999,Cell2106,1,9,10,34,4,37,4
2000,Cell2107,1,23,42,15,27,42,27
2001,Cell2108,1,8,38,3,35,43,2
2002,Cell2109,1,24,26,59,16,14,29
2003,Cell2110,1,7,45,26,10,36,31
2004,Cell2111,1,16,29,55,57,29,20
2005,Cell2112,1,10,31,12,36,52,12
2006,Cell2113,1,1,28,43,22,48,0
2007,Cell2114,1,10,31,50,60,27,12
2008,Cell2115,1,4,49,16,43,0,10
2009,Cell2116,1,7,45,26,10,36,31
2010,Cell2117,1,20,48,10,42,56,23
2011,Cell2118,1,5,15,56,61,59,11
2012,Cell2119,1,10,39,4,7,46,36
2013,Cell2120,1,1,62,52,8,16,0
2014,Cell2121,1,18,32,26,5,10,24
2015,Cell2122,1,11,11,13,0,49,33
2016,Cell2123,1,25,2,38,37,12,28
2017,Cell2124,1,3,22,57,24,53,1
2018,Cell2125,1,4,20,12,43,0,10
2019,Cell2126,1,6,36,10,9,23,3
2020,Cell2127,1,18,32,2,5,10,24
2021,Cell2128,1,10,39,50,7,46,36
2022,Cell2129,1,15,3,63,48,15,15
2023,Cell2130,1,29,27,32,44,51,35
2024,Cell2131,1,4,3,63,51,15,15
2025,Cell2132,1,4,14,48,48,15,17
2026,Cell2133,1,27,7,19,6,4,34
2027,Cell2134,1,4,44,52,62,15,10
2028,Cell2135,1,1,64,21,33,57,0
2029,Cell2136,1,5,56,51,55,20,5
2030,Cell2137,1,2,30,50,17,27,6
2031,Cell2138,1,12,35,44,15,40,14
2032,Cell2139,1,9,40,34,47,14,4
2033,Cell2140,1,25,2,38,37,12,28
2034,Cell2141,1,15,58,14,28,55,15
2035,Cell2143,1,18,32,2,5,10,24
2036,Cell2144,1,8,6,25,63,2,2
2037,Cell2145,1,26,33,24,30,62,30
2038,Cell2146,1,17,9,42,39,13,21
2039,Cell2147,1,12,35,60,15,40,14
2040,Cell2148,1,6,36,10,59,23,3
2041,Cell2149,1,2,23,21,54,17,1
2042,Cell2150,1,6,46,57,19,39,3
2043,Cell2151,1,22,24,11,34,26,18
2044,Cell2152,1,23,42,15,27,42,27
2045,Cell2153,1,1,18,43,53,34,7
2046,Cell2154,1,30,37,22,13,50,37
2047,Cell2155,1,1,18,60,3,34,8
2048,Cell2157,1,13,34,35,1,22,16
2049,Cell2158,1,8,25,41,23,43,2
2050,Cell2159,1,5,13,21,56,25,11
2051,Cell2160,1,11,11,60,0,28,33
2052,Cell2161,1,7,1,33,49,38,13
2053,Cell2162,1,10,31,7,60,52,12
2054,Cell2163,1,5,13,6,56,59,11
2055,Cell2164,1,30,19,22,13,50,37
2056,Cell2165,1,5,56,51,55,42,5
2057,Cell2166,1,1,52,36,8,16,0
2058,Cell2167,1,19,59,8,14,58,22
2059,Cell2169,1,8,38,45,23,43,2
2060,Cell2170,1,15,58,14,28,55,15
2061,Cell2171,1,18,32,2,5,10,24
2062,Cell2172,1,3,8,39,24,53,1
2063,Cell2173,1,30,19,22,13,50,37
2064,Cell2174,1,13,34,39,12,22,16
2065,Cell2175,1,4,15,27,61,32,11
2066,Cell2176,1,8,38,41,52,43,2
2067,Cell2178,1,6,16,9,19,23,3
2068,Cell2179,1,8,38,41,52,43,2
2069,Cell2180,1,7,1,1,49,38,13
2070,Cell2181,1,11,55,54,2,7,32
2071,Cell2182,1,1,52,47,8,16,0
2072,Cell2183,1,2,5,37,17,27,6
2073,Cell2184,1,7,1,39,7,38,13
2074,Cell2185,1,1,64,43,53,48,0
2075,Cell2186,1,1,64,57,53,48,0
2076,Cell2187,1,10,31,7,60,52,12
2077,Cell2188,1,12,10,4,4,37,4
2078,Cell2189,1,5,56,39,55,20,5
2079,Cell2190,1,24,26,59,16,14,29
2080,Cell2191,1,30,19,22,13,50,37
2081,Cell2192,1,12,38,60,35,37,2
2082,Cell2193,1,3,22,62,24,53,1
2083,Cell2194,1,19,59,8,14,58,22
2084,Cell2195,1,2,23,5,9,34,7
2085,Cell2196,1,20,48,40,42,56,23
2086,Cell2197,1,12,51,29,20,28,14
2087,Cell2198,1,6,46,56,61,32,11
2088,Cell2199,1,20,61,49,42,56,23
2089,Cell2200,1,1,28,43,22,48,0
2090,Cell2201,1,4,44,31,62,32,10
2091,Cell2203,1,6,46,5,59,39,11
2092,Cell2204,1,12,51,12,20,28,14
2093,Cell2205,1,11,55,54,29,7,32
2094,Cell2206,1,30,37,22,13,50,37
2095,Cell2207,1,10,39,4,60,46,36
2096,Cell2208,1,1,62,52,25,1,0
2097,Cell2209,1,30,19,22,13,50,37
2098,Cell2210,1,15,58,31,28,55,15
2099,Cell2211,1,2,60,61,31,17,7
2100,Cell2212,1,10,39,4,60,52,36
2101,Cell2213,1,26,33,24,30,44,30
2102,Cell2214,1,9,53,18,47,11,4
2103,Cell2215,1,9,53,18,47,11,4
2104,Cell2216,1,26,33,34,2,8,30
2105,Cell2218,1,21,50,58,21,54,26
2106,Cell2219,1,5,57,23,38,24,5
2107,Cell2220,1,7,45,1,10,36,31
2108,Cell2221,1,11,11,13,0,49,33
2109,Cell2222,1,8,38,41,52,37,2
2110,Cell2223,1,30,19,22,13,50,37
2111,Cell2224,1,13,63,1,50,9,16
2112,Cell2226,1,16,29,55,57,29,20
2113,Cell2227,1,2,18,44,3,34,7
2114,Cell2228,1,9,53,18,47,11,4
2115,Cell2229,1,12,35,29,18,28,14
2116,Cell2230,1,1,18,5,3,34,7
2117,Cell2231,1,18,32,2,5,10,24
2118,Cell2232,1,24,26,59,16,14,29
2119,Cell2233,1,6,36,44,3,61,3
2120,Cell2234,1,12,51,41,20,28,14
2121,Cell2235,1,5,13,48,38,25,11
2122,Cell2236,1,8,25,41,23,43,2
2123,Cell2237,1,13,34,35,1,22,16
2124,Cell2238,1,4,14,46,48,19,17
2125,Cell2239,1,23,42,15,27,42,27
2126,Cell2240,1,3,41,62,24,53,9
2127,Cell2242,1,7,45,26,10,36,31
2128,Cell2243,1,9,40,30,4,6,4
2129,Cell2244,1,22,24,62,34,26,18
2130,Cell2245,1,2,5,34,17,27,6
2131,Cell2246,1,4,3,63,48,15,17
2132,Cell2247,1,2,30,37,17,17,6
2133,Cell2248,1,18,32,2,5,10,24
2134,Cell2249,1,6,36,44,3,23,3
2135,Cell2250,1,3,8,28,32,41,1
2136,Cell2251,1,7,6,25,63,2,13
2137,Cell2252,1,17,9,42,39,13,21
2138,Cell2253,1,10,39,4,60,46,36
2139,Cell2254,1,26,33,24,30,62,30
2140,Cell2255,1,1,64,40,53,48,0
2141,Cell2256,1,1,43,44,45,30,8
2142,Cell2257,1,20,48,49,42,56,23
2143,Cell2258,1,4,14,48,48,19,17
2144,Cell2260,1,28,4,3,11,3,25
2145,Cell2261,1,26,32,12,5,44,30
2146,Cell2262,1,9,53,18,47,11,4
2147,Cell2263,1,11,55,54,2,7,32
2148,Cell2264,1,6,36,50,9,61,3
2149,Cell2265,1,11,11,13,0,49,33
2150,Cell2266,1,26,33,24,30,62,30
2151,Cell2267,1,7,1,64,49,38,13
2152,Cell2268,1,20,61,49,42,56,23
2153,Cell2269,1,27,7,19,6,4,34
2154,Cell2270,1,14,47,53,26,45,19
2155,Cell2271,1,4,44,63,62,32,10
2156,Cell2272,1,4,44,27,61,32,11
2157,Cell2273,1,2,30,50,17,17,6
2158,Cell2274,1,5,13,18,56,25,11
2159,Cell2275,1,22,24,11,34,26,18
2160,Cell2276,1,3,41,17,51,53,9
2161,Cell2277,1,29,27,32,44,51,35
2162,Cell2278,1,6,17,48,9,31,3
2163,Cell2279,1,23,42,15,27,42,27
2164,Cell2280,1,9,53,18,47,11,4
2165,Cell2281,1,20,48,49,42,56,23
2166,Cell2282,1,29,27,32,44,51,35
2167,Cell2283,1,9,53,34,47,6,4
2168,Cell2284,1,1,52,47,8,16,0
2169,Cell2285,1,6,46,44,59,32,3
2170,Cell2286,1,14,47,53,26,45,19
2171,Cell2287,1,3,63,30,24,53,9
2172,Cell2288,1,1,62,47,25,5,0
2173,Cell2289,1,10,39,4,60,46,36
2174,Cell2290,1,2,18,10,9,34,7
2175,Cell2291,1,1,35,40,18,57,0
2176,Cell2292,1,6,16,10,19,23,3
2177,Cell2293,1,1,28,61,8,1,0
2178,Cell2294,1,3,8,45,32,9,1
2179,Cell2295,1,12,35,29,18,28,14
2180,Cell2296,1,9,10,34,4,37,4
2181,Cell2297,1,5,13,46,56,59,11
2182,Cell2298,1,3,41,17,51,53,9
2183,Cell2299,1,2,17,44,9,61,3
2184,Cell2300,1,3,41,62,24,53,9
2185,Cell2302,1,10,39,4,7,46,36
2186,Cell2303,1,28,4,23,11,3,25
2187,Cell2304,1,6,36,10,9,61,3
2188,Cell2305,1,6,36,9,9,61,3
2189,Cell2307,1,1,21,36,0,33,0
2190,Cell2308,1,30,19,22,13,50,37
2191,Cell2310,1,24,26,59,16,14,29
2192,Cell2311,1,4,3,63,48,15,17
2193,Cell2312,1,27,7,19,6,21,34
2194,Cell2313,1,7,6,25,63,2,13
2195,Cell2314,1,6,46,46,59,39,3
2196,Cell2315,1,16,29,36,57,29,20
2197,Cell2316,1,5,56,46,55,20,5
2198,Cell2317,1,3,8,44,32,41,12
2199,Cell2318,1,25,2,6,37,12,28
2200,Cell2319,1,17,9,42,39,13,21
2201,Cell2320,1,20,61,49,42,56,23
2202,Cell2321,1,11,55,54,2,7,32
2203,Cell2322,1,3,49,57,43,31,1
2204,Cell2323,1,18,32,2,5,10,24
2205,Cell2324,1,1,62,52,25,1,0
2206,Cell2326,1,26,33,30,30,62,30
2207,Cell2327,1,26,33,41,30,44,30
2208,Cell2328,1,6,46,56,19,39,3
2209,Cell2329,1,7,1,33,49,38,13
2210,Cell2330,1,2,54,64,36,27,6
2211,Cell2331,1,15,3,52,48,15,15
2212,Cell2332,1,1,64,41,18,57,0
2213,Cell2333,1,4,3,63,51,15,10
2214,Cell2334,1,1,52,43,8,16,0
2215,Cell2335,1,3,63,17,50,53,9
2216,Cell2336,1,1,64,47,53,48,0
2217,Cell2337,1,1,43,52,3,34,8
2218,Cell2338,1,1,43,57,3,30,8
2219,Cell2339,1,4,3,63,62,15,10
2220,Cell2340,1,7,1,33,49,38,13
2221,Cell2341,1,6,46,56,59,32,3
2222,Cell2342,1,3,41,20,24,53,9
2223,Cell2343,1,11,55,37,2,7,32
2224,Cell2344,1,4,44,45,48,15,10
2225,Cell2345,1,4,20,45,51,53,10
2226,Cell2346,1,20,61,49,42,56,23
2227,Cell2347,1,16,29,55,57,29,20
2228,Cell2348,1,3,8,39,60,9,12
2229,Cell2349,1,18,32,2,5,10,24
2230,Cell2350,1,27,7,19,6,4,34
2231,Cell2351,1,30,19,22,13,50,37
2232,Cell2352,1,22,24,62,34,26,18
2233,Cell2353,1,12,35,29,18,57,14
2234,Cell2354,1,6,16,9,45,23,3
2235,Cell2355,1,13,34,35,1,22,16
2236,Cell2356,1,5,15,44,56,59,11
2237,Cell2357,1,11,11,13,0,49,33
2238,Cell2358,1,26,33,24,30,62,30
2239,Cell2359,1,5,56,44,55,30,5
2240,Cell2360,1,25,2,48,37,12,28
2241,Cell2361,1,17,9,42,39,13,21
2242,Cell2362,1,8,25,3,23,43,2
2243,Cell2363,1,9,40,27,4,6,4
2244,Cell2364,1,22,24,17,34,19,18
2245,Cell2365,1,17,9,42,39,13,21
2246,Cell2366,1,19,59,8,14,58,22
2247,Cell2367,1,19,59,8,14,58,22
2248,Cell2368,1,3,49,16,43,0,1
2249,Cell2369,1,4,44,6,61,32,10
2250,Cell2370,1,14,47,53,26,45,19
2251,Cell2371,1,3,22,16,32,31,1
2252,Cell2372,1,6,16,10,19,23,3
2253,Cell2373,1,10,39,4,7,46,36
2254,Cell2374,1,6,36,9,9,61,3
2255,Cell2375,1,5,57,23,38,24,5
2256,Cell2376,1,3,41,12,24,53,9
2257,Cell2377,1,12,11,13,0,28,14
2258,Cell2378,1,30,19,22,13,50,37
2259,Cell2379,1,6,17,45,9,31,3
2260,Cell2380,1,2,60,60,31,57,7
2261,Cell2381,1,4,3,48,62,15,10
2262,Cell2382,1,17,9,42,39,13,21
2263,Cell2383,1,15,58,14,28,55,15
2264,Cell2384,1,6,46,6,59,39,3
2265,Cell2385,1,12,54,21,15,40,14
2266,Cell2386,1,8,38,41,52,43,2
2267,Cell2387,1,9,10,39,52,37,4
2268,Cell2388,1,24,26,59,16,14,29
2269,Cell2389,1,18,32,2,5,10,24
2270,Cell2390,1,28,4,29,11,3,25
2271,Cell2391,1,20,48,49,42,56,23
2272,Cell2392,1,1,64,40,18,57,0
2273,Cell2393,1,4,3,63,48,15,17
2274,Cell2394,1,8,25,31,23,43,2
2275,Cell2395,1,17,9,42,39,13,21
2276,Cell2397,1,8,38,41,52,43,2
2277,Cell2398,1,5,57,21,38,25,5
2278,Cell2399,1,29,27,32,44,51,35
2279,Cell2400,1,24,26,59,16,14,29
2280,Cell2401,1,1,28,5,22,48,0
2281,Cell2402,1,19,59,37,14,58,22
2282,Cell2403,1,5,13,10,56,25,11
2283,Cell2404,1,2,23,50,54,17,1
2284,Cell2405,1,28,4,3,11,3,25
2285,Cell2406,1,20,61,49,42,56,23
2286,Cell2407,1,2,23,50,54,17,1
2287,Cell2409,1,10,31,57,60,9,12
2288,Cell2411,1,8,6,25,63,2,2
2289,Cell2412,1,25,2,38,37,12,28
2290,Cell2413,1,7,1,20,7,38,13
2291,Cell2414,1,19,59,29,14,58,22
2292,Cell2415,1,13,34,35,1,22,16
2293,Cell2416,1,22,24,11,34,19,18
2294,Cell2417,1,2,17,57,54,31,1
2295,Cell2418,1,31,21,36,0,33,38
2296,Cell2419,1,4,14,63,48,15,17
2297,Cell2420,1,8,25,31,23,2,2
2298,Cell2421,1,10,31,44,60,9,12
2299,Cell2422,1,6,36,25,59,61,3
2300,Cell2423,1,24,26,6,16,14,29
2301,Cell2424,1,1,18,16,53,48,7
2302,Cell2425,1,21,50,58,21,54,26
2303,Cell2426,1,7,1,33,49,38,13
2304,Cell2427,1,1,64,43,33,57,0
2305,Cell2428,1,3,22,16,32,31,1
2306,Cell2429,1,15,58,62,51,55,15
2307,Cell2430,1,8,25,31,63,2,2
2308,Cell2431,1,7,1,33,49,38,13
2309,Cell2432,1,8,25,25,63,2,2
2310,Cell2433,1,22,24,11,34,26,18
2311,Cell2434,1,5,57,23,38,24,5
2312,Cell2435,1,3,8,7,60,9,12
2313,Cell2436,1,2,18,37,53,34,7
2314,Cell2437,1,27,7,19,6,4,34
2315,Cell2438,1,4,44,56,62,32,10
2316,Cell2439,1,20,61,49,42,56,23
2317,Cell2440,1,23,42,15,27,42,27
2318,Cell2441,1,30,19,22,13,50,37
2319,Cell2442,1,10,39,4,60,52,36
2320,Cell2443,1,2,30,62,17,17,6
2321,Cell2444,1,15,58,14,28,55,15
2322,Cell2445,1,27,7,48,6,4,34
2323,Cell2446,1,12,51,60,35,43,14
2324,Cell2447,1,5,56,51,55,20,5
2325,Cell2448,1,1,62,52,25,1,0
2326,Cell2449,1,22,24,11,34,26,18
2327,Cell2450,1,10,39,4,7,46,36
2328,Cell2451,1,23,42,15,27,42,27
2329,Cell2452,1,26,33,41,2,62,30
2330,Cell2453,1,9,53,18,47,11,4
2331,Cell2454,1,15,58,14,28,55,15
2332,Cell2455,1,29,27,32,44,51,35
2333,Cell2456,1,27,7,9,11,4,25
2334,Cell2457,1,9,53,21,47,11,4
2335,Cell2458,1,17,9,42,39,13,21
2336,Cell2459,1,4,12,48,61,19,17
2337,Cell2460,1,4,44,63,62,32,10
2338,Cell2461,1,1,64,43,53,48,0
2339,Cell2462,1,10,31,7,60,41,12
2340,Cell2463,1,1,64,43,18,57,0
2341,Cell2464,1,23,42,15,27,42,27
2342,Cell2465,1,19,59,8,14,58,22
2343,Cell2466,1,22,24,11,34,26,18
2344,Cell2467,1,21,50,58,21,54,26
2345,Cell2468,1,1,28,47,22,1,0
2346,Cell2470,1,12,35,60,20,28,14
2347,Cell2471,1,28,4,64,11,3,25
2348,Cell2472,1,3,8,62,50,9,9
2349,Cell2473,1,11,11,17,0,49,33
2350,Cell2474,1,2,36,57,9,61,3
2351,Cell2475,1,28,4,27,11,3,25
2352,Cell2476,1,27,7,19,6,21,34
2353,Cell2477,1,11,11,13,0,49,33
2354,Cell2478,1,19,59,8,14,58,22
2355,Cell2479,1,11,55,34,2,8,32
2356,Cell2480,1,4,14,63,48,15,17
2357,Cell2481,1,3,22,28,32,41,1
2358,Cell2482,1,20,61,49,42,56,23
2359,Cell2483,1,19,59,8,14,58,22
2360,Cell2484,1,10,31,39,60,52,12
2361,Cell2485,1,3,41,62,24,53,9
2362,Cell2486,1,21,50,58,21,54,26
2363,Cell2487,1,15,58,14,28,55,15
2364,Cell2488,1,1,52,36,33,16,0
2365,Cell2489,1,21,50,58,21,54,26
2366,Cell2490,1,20,48,49,42,56,23
2367,Cell2491,1,23,42,15,27,42,27
2368,Cell2492,1,4,14,62,48,15,17
2369,Cell2493,1,11,55,54,2,7,32
2370,Cell2494,1,8,38,41,52,43,2
2371,Cell2496,1,10,39,4,7,38,36
2372,Cell2497,1,1,62,61,25,5,0
2373,Cell2498,1,27,7,19,6,4,34
2374,Cell2499,1,17,9,42,39,13,21
2375,Cell2500,1,3,41,20,24,53,9
2376,Cell2501,1,9,53,18,47,11,4
2377,Cell2502,1,7,1,33,49,38,13
2378,Cell2503,1,9,40,34,47,6,4
2379,Cell2504,1,11,11,13,0,49,33
2380,Cell2505,1,7,6,25,63,2,13
2381,Cell2506,1,4,15,27,11,3,25
2382,Cell2507,1,4,3,63,48,15,17
2383,Cell2508,1,18,32,24,5,44,30
2384,Cell2509,1,5,15,6,56,59,11
2385,Cell2510,1,9,53,18,47,11,4
2386,Cell2511,1,16,29,33,57,29,20
2387,Cell2512,1,4,15,6,11,3,25
2388,Cell2513,1,21,50,58,21,54,26
2389,Cell2514,1,8,25,31,23,2,2
2390,Cell2515,1,2,30,30,31,17,6
2391,Cell2516,1,13,34,64,1,22,16
2392,Cell2517,1,4,20,63,51,15,10
2393,Cell2518,1,13,34,35,1,22,16
2394,Cell2519,1,21,50,58,21,54,26
2395,Cell2520,1,7,1,33,49,38,13
2396,Cell2521,1,1,28,5,22,48,0
2397,Cell2522,1,8,25,25,23,2,2
2398,Cell2523,1,4,3,37,51,55,15
2399,Cell2524,1,17,9,42,39,13,21
2400,Cell2525,1,5,15,21,56,59,11
2401,Cell2526,1,2,60,60,31,57,7
2402,Cell2527,1,1,64,37,53,57,0
2403,Cell2529,1,6,36,10,9,61,3
2404,Cell2530,1,3,22,62,32,41,1
2405,Cell2531,1,7,1,64,49,36,13
2406,Cell2532,1,4,49,21,43,0,10
2407,Cell2533,1,10,39,60,7,46,36
2408,Cell2534,1,22,24,62,34,26,18
2409,Cell2535,1,8,25,31,23,43,2
2410,Cell2536,1,3,41,62,24,53,9
2411,Cell2537,1,5,57,23,38,24,5
2412,Cell2538,1,1,18,5,3,48,8
2413,Cell2539,1,3,31,39,60,9,12
2414,Cell2540,1,2,18,43,53,34,7
2415,Cell2541,1,9,10,41,52,37,4
2416,Cell2542,1,25,2,38,37,12,28
2417,Cell2543,1,2,54,29,15,40,6
2418,Cell2544,1,1,43,57,45,30,8
2419,Cell2546,1,10,39,4,7,46,36
2420,Cell2547,1,1,18,30,3,48,8
2421,Cell2548,1,4,44,6,62,32,10
2422,Cell2549,1,27,7,19,6,4,34
2423,Cell2550,1,1,28,47,8,1,0
2424,Cell2551,1,31,21,36,33,16,0
2425,Cell2552,1,2,60,50,31,34,7
2426,Cell2553,1,5,57,51,38,24,5
2427,Cell2554,1,3,17,28,54,31,1
2428,Cell2555,1,17,9,6,39,13,21
2429,Cell2556,1,3,49,20,43,31,1
2430,Cell2557,1,15,58,14,28,55,15
2431,Cell2558,1,18,32,24,5,44,24
2432,Cell2559,1,15,58,14,28,55,15
2433,Cell2560,1,6,46,6,59,39,3
2434,Cell2561,1,31,21,36,46,33,38
2435,Cell2562,1,6,46,46,59,32,3
2436,Cell2563,1,6,16,1,45,23,3
2437,Cell2564,1,4,15,3,61,3,11
2438,Cell2565,1,26,33,24,30,62,30
2439,Cell2566,1,3,22,28,32,31,1
2440,Cell2567,1,11,55,54,2,7,32
