,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
2603,Cell2739,1,2,2,2,2,3,1
2604,Cell2740,1,3,4,1,0,1,2
2605,Cell2741,1,2,2,2,2,3,27
2606,Cell2742,1,10,2,4,1,2,26
2607,Cell2743,1,2,2,2,2,3,27
2608,Cell2744,1,6,2,2,2,3,0
2609,Cell2745,1,18,1,1,0,1,20
2610,Cell2746,1,7,2,2,2,3,16
2611,Cell2747,1,18,1,1,0,1,20
2612,Cell2748,1,3,4,1,0,1,14
2613,Cell2749,1,4,3,3,3,0,11
2614,Cell2750,1,7,2,2,2,3,0
2615,Cell2751,1,13,2,4,1,2,13
2616,Cell2752,1,5,1,1,0,1,3
2617,Cell2753,1,4,3,3,3,0,9
2618,Cell2754,1,13,2,4,1,2,13
2619,Cell2755,1,10,2,4,1,2,22
2620,Cell2756,1,18,1,1,0,1,20
2621,Cell2758,1,1,2,4,1,2,12
2622,Cell2759,1,5,1,1,0,1,20
2623,Cell2760,1,7,2,2,2,3,16
2624,Cell2761,1,7,2,2,2,3,0
2625,Cell2762,1,7,2,2,2,3,16
2626,Cell2763,1,16,4,1,0,1,2
2627,Cell2764,1,9,2,4,1,2,8
2628,Cell2765,1,16,4,1,0,1,24
2629,Cell2766,1,10,2,4,1,2,26
2630,Cell2767,1,1,2,4,1,2,5
2631,Cell2768,1,3,4,1,0,1,2
2632,Cell2769,1,8,3,3,3,0,6
2633,Cell2770,1,8,3,3,3,0,6
2634,Cell2771,1,3,4,1,0,1,21
2635,Cell2772,1,17,3,3,3,0,23
2636,Cell2773,1,17,3,3,3,0,23
2637,Cell2774,1,3,4,1,0,1,2
2638,Cell2775,1,13,2,4,1,2,13
2639,Cell2776,1,5,1,1,0,1,10
2640,Cell2777,1,2,2,2,2,3,15
2641,Cell2778,1,5,1,1,0,1,3
2642,Cell2779,1,6,2,2,2,3,0
2643,Cell2780,1,2,2,2,2,3,1
2644,Cell2781,1,12,3,3,3,0,18
2645,Cell2782,1,6,2,2,2,3,0
2646,Cell2783,1,3,4,1,0,1,21
2647,Cell2784,1,6,2,2,2,3,0
2648,Cell2785,1,18,1,1,0,1,20
2649,Cell2786,1,6,2,2,2,3,0
2650,Cell2787,1,5,1,1,0,1,10
2651,Cell2788,1,10,2,4,1,2,22
2652,Cell2789,1,13,2,4,1,2,13
2653,Cell2790,1,4,3,3,3,0,11
2654,Cell2791,1,1,2,4,1,2,5
2655,Cell2792,1,13,2,4,1,2,4
2656,Cell2793,1,6,2,2,2,3,0
2657,Cell2794,1,6,2,2,2,3,0
2658,Cell2795,1,17,3,3,3,0,23
2659,Cell2796,1,4,3,3,3,0,9
2660,Cell2797,1,1,2,4,1,2,4
2661,Cell2798,1,7,2,2,2,3,0
2662,Cell2799,1,4,3,3,3,0,9
2663,Cell2800,1,8,3,3,3,0,6
2664,Cell2801,1,1,2,4,1,2,4
2665,Cell2802,1,13,2,4,1,2,13
2666,Cell2803,1,12,3,3,3,0,18
2667,Cell2804,1,9,2,4,1,2,8
2668,Cell2805,1,17,3,3,3,0,23
2669,Cell2806,1,4,3,3,3,0,9
2670,Cell2807,1,10,2,4,1,2,26
2671,Cell2808,1,5,1,1,0,1,21
2672,Cell2809,1,12,3,3,3,0,18
2673,Cell2810,1,7,2,2,2,3,16
2674,Cell2811,1,1,2,4,1,2,4
2675,Cell2812,1,16,4,1,0,1,24
2676,Cell2813,1,15,3,3,3,0,17
2677,Cell2814,1,2,2,2,2,3,1
2678,Cell2815,1,9,2,4,1,2,8
2679,Cell2816,1,11,1,1,0,1,3
2680,Cell2817,1,6,2,2,2,3,0
2681,Cell2818,1,13,2,4,1,2,4
2682,Cell2819,1,4,3,3,3,0,9
2683,Cell2820,1,7,2,2,2,3,16
2684,Cell2821,1,1,2,4,1,2,4
2685,Cell2822,1,8,3,3,3,0,6
2686,Cell2823,1,2,2,2,2,3,15
2687,Cell2824,1,9,2,4,1,2,8
2688,Cell2825,1,12,3,3,3,0,18
2689,Cell2826,1,7,2,2,2,3,16
2690,Cell2827,1,16,4,1,0,1,2
2691,Cell2828,1,16,4,1,0,1,2
2692,Cell2829,1,13,2,4,1,2,13
2693,Cell2830,1,9,2,4,1,2,12
2694,Cell2831,1,5,1,1,0,1,10
2695,Cell2832,1,4,3,3,3,0,11
2696,Cell2833,1,1,2,4,1,2,4
2697,Cell2834,1,3,4,1,0,1,2
2698,Cell2835,1,13,2,4,1,2,4
2699,Cell2836,1,3,4,1,0,1,2
2700,Cell2837,1,7,2,2,2,3,1
2701,Cell2838,1,5,1,1,0,1,10
2702,Cell2839,1,3,4,1,0,1,2
2703,Cell2840,1,13,2,4,1,2,13
2704,Cell2841,1,5,1,1,0,1,20
2705,Cell2842,1,5,1,1,0,1,10
2706,Cell2843,1,3,1,1,0,1,21
2707,Cell2844,1,5,1,1,0,1,10
2708,Cell2845,1,8,3,3,3,0,6
2709,Cell2847,1,1,2,4,1,2,5
2710,Cell2848,1,15,3,3,3,0,17
2711,Cell2849,1,8,3,3,3,0,6
2712,Cell2850,1,1,2,4,1,2,5
2713,Cell2851,1,11,4,1,0,1,24
2714,Cell2852,1,12,3,3,3,0,18
2715,Cell2853,1,13,2,4,1,2,13
2716,Cell2854,1,15,3,3,3,0,17
2717,Cell2855,1,9,2,4,1,2,8
2718,Cell2856,1,11,1,1,0,1,3
2719,Cell2857,1,9,2,4,1,2,12
2720,Cell2858,1,11,1,1,0,1,3
2721,Cell2859,1,18,1,1,0,1,20
2722,Cell2860,1,14,2,2,2,3,7
2723,Cell2861,1,10,2,4,1,2,22
2724,Cell2862,1,2,2,2,2,3,15
2725,Cell2863,1,9,2,4,1,2,8
2726,Cell2864,1,1,2,4,1,2,5
2727,Cell2865,1,12,3,3,3,0,18
2728,Cell2866,1,17,3,3,3,0,23
2729,Cell2868,1,4,3,3,3,0,11
2730,Cell2869,1,11,1,1,0,1,3
2731,Cell2870,1,9,2,4,1,2,8
2732,Cell2871,1,6,2,2,2,3,7
2733,Cell2872,1,6,2,2,2,3,7
2734,Cell2873,1,9,2,4,1,2,8
2735,Cell2874,1,17,3,3,3,0,23
2736,Cell2875,1,13,2,4,1,2,4
2737,Cell2876,1,8,3,3,3,0,6
2738,Cell2877,1,4,3,3,3,0,9
2739,Cell2878,1,17,3,3,3,0,23
2740,Cell2879,1,9,2,4,1,2,8
2741,Cell2880,1,6,2,2,2,3,0
2742,Cell2881,1,6,2,2,2,3,7
2743,Cell2882,1,9,2,4,1,2,8
2744,Cell2883,1,1,2,4,1,2,5
2745,Cell2884,1,11,4,1,0,1,3
2746,Cell2885,1,1,2,4,1,2,4
2747,Cell2886,1,8,3,3,3,0,6
2748,Cell2887,1,3,4,1,0,1,2
2749,Cell2888,1,17,3,3,3,0,23
2750,Cell2889,1,12,3,3,3,0,18
2751,Cell2890,1,11,4,1,0,1,2
2752,Cell2891,1,1,2,4,1,2,5
2753,Cell2892,1,3,4,1,0,1,14
2754,Cell2893,1,2,2,2,2,3,15
2755,Cell2894,1,9,2,4,1,2,12
2756,Cell2895,1,4,3,3,3,0,11
2757,Cell2896,1,10,2,4,1,2,26
2758,Cell2897,1,5,1,1,0,1,10
2759,Cell2898,1,1,2,4,1,2,5
2760,Cell2899,1,2,2,2,2,3,1
2761,Cell2900,1,6,2,2,2,3,7
2762,Cell2901,1,16,4,1,0,1,2
2763,Cell2902,1,8,3,3,3,0,19
2764,Cell2903,1,18,4,1,0,1,14
2765,Cell2904,1,1,2,4,1,2,4
2766,Cell2905,1,2,2,2,2,3,1
2767,Cell2906,1,1,2,4,1,2,5
2768,Cell2907,1,5,1,1,0,1,10
2769,Cell2908,1,8,3,3,3,0,6
2770,Cell2909,1,11,4,1,0,1,24
2771,Cell2910,1,1,2,4,1,2,4
2772,Cell2911,1,1,2,4,1,2,5
2773,Cell2912,1,6,2,2,2,3,0
2774,Cell2913,1,5,1,1,0,1,10
2775,Cell2914,1,4,3,3,3,0,11
2776,Cell2916,1,7,2,2,2,3,0
2777,Cell2917,1,8,3,3,3,0,6
2778,Cell2918,1,3,4,1,0,1,2
2779,Cell2920,1,6,2,2,2,3,7
2780,Cell2922,1,15,3,3,3,0,17
2781,Cell2923,1,3,4,1,0,1,2
2782,Cell2924,1,14,2,2,2,3,25
2783,Cell2925,1,2,2,2,2,3,27
2784,Cell2926,1,4,3,3,3,0,11
2785,Cell2928,1,9,2,4,1,2,12
2786,Cell2929,1,9,2,4,1,2,8
2787,Cell2930,1,2,2,2,2,3,1
2788,Cell2931,1,8,3,3,3,0,19
2789,Cell2932,1,18,1,1,0,1,20
2790,Cell2933,1,8,3,3,3,0,6
2791,Cell2934,1,11,1,1,0,1,3
2792,Cell2935,1,7,2,2,2,3,0
2793,Cell2936,1,3,4,1,0,1,14
2794,Cell2937,1,3,4,1,0,1,2
2795,Cell2938,1,14,2,2,2,3,25
2796,Cell2939,1,10,2,4,1,2,26
2797,Cell2940,1,6,2,2,2,3,0
2798,Cell2941,1,1,2,4,1,2,12
2799,Cell2942,1,1,2,4,1,2,5
2800,Cell2943,1,10,2,4,1,2,22
2801,Cell2944,1,3,4,1,0,1,2
2802,Cell2945,1,8,3,3,3,0,6
2803,Cell2946,1,4,3,3,3,0,9
2804,Cell2947,1,5,1,1,0,1,10
2805,Cell2948,1,8,3,3,3,0,6
2806,Cell2949,1,11,4,1,0,1,3
2807,Cell2950,1,10,2,4,1,2,22
2808,Cell2951,1,2,2,2,2,3,1
2809,Cell2952,1,2,2,2,2,3,1
2810,Cell2953,1,10,2,4,1,2,22
2811,Cell2954,1,8,3,3,3,0,19
2812,Cell2955,1,13,2,4,1,2,13
2813,Cell2956,1,1,2,4,1,2,5
2814,Cell2957,1,12,3,3,3,0,18
2815,Cell2958,1,14,2,2,2,3,25
2816,Cell2959,1,8,3,3,3,0,19
2817,Cell2960,1,2,2,2,2,3,15
2818,Cell2961,1,13,2,4,1,2,13
2819,Cell2962,1,1,2,4,1,2,5
2820,Cell2963,1,9,2,4,1,2,8
2821,Cell2964,1,8,3,3,3,0,19
2822,Cell2965,1,8,3,3,3,0,6
2823,Cell2966,1,13,2,4,1,2,4
2824,Cell2967,1,11,4,1,0,1,3
2825,Cell2968,1,1,2,4,1,2,5
2826,Cell2969,1,1,2,4,1,2,5
2827,Cell2970,1,17,3,3,3,0,23
2828,Cell2971,1,18,1,1,0,1,20
2829,Cell2972,1,6,2,2,2,3,0
2830,Cell2973,1,2,2,2,2,3,15
2831,Cell2974,1,3,4,1,0,1,14
2832,Cell2975,1,1,2,4,1,2,5
2833,Cell2976,1,11,1,1,0,1,3
2834,Cell2977,1,17,3,3,3,0,23
2835,Cell2978,1,7,2,2,2,3,16
2836,Cell2979,1,8,3,3,3,0,6
2837,Cell2980,1,1,2,4,1,2,4
2838,Cell2981,1,11,1,1,0,1,3
2839,Cell2982,1,11,1,1,0,1,3
2840,Cell2983,1,10,2,4,1,2,26
2841,Cell2984,1,6,2,2,2,3,7
2842,Cell2985,1,7,2,2,2,3,16
2843,Cell2986,1,4,3,3,3,0,9
2844,Cell2987,1,17,3,3,3,0,23
2845,Cell2988,1,11,1,1,0,1,3
2846,Cell2989,1,13,2,4,1,2,13
2847,Cell2990,1,16,4,1,0,1,24
2848,Cell2991,1,5,1,1,0,1,10
2849,Cell2992,1,9,2,4,1,2,8
2850,Cell2993,1,2,2,2,2,3,27
2851,Cell2995,1,7,2,2,2,3,16
2852,Cell2996,1,6,2,2,2,3,0
2853,Cell2997,1,4,3,3,3,0,11
2854,Cell2998,1,13,2,4,1,2,13
2855,Cell2999,1,15,3,3,3,0,17
2856,Cell3000,1,9,2,4,1,2,12
2857,Cell3001,1,1,2,4,1,2,12
2858,Cell3002,1,7,2,2,2,3,16
2859,Cell3003,1,11,1,1,0,1,3
2860,Cell3005,1,6,2,2,2,3,0
2861,Cell3006,1,1,2,4,1,2,4
2862,Cell3007,1,5,1,1,0,1,3
2863,Cell3008,1,1,2,4,1,2,5
2864,Cell3009,1,3,4,1,0,1,2
2865,Cell3010,1,14,2,2,2,3,25
2866,Cell3011,1,12,3,3,3,0,18
2867,Cell3012,1,4,3,3,3,0,9
2868,Cell3013,1,13,2,4,1,2,4
2869,Cell3014,1,4,3,3,3,0,11
2870,Cell3015,1,12,3,3,3,0,19
2871,Cell3016,1,10,2,4,1,2,22
2872,Cell3017,1,4,3,3,3,0,9
2873,Cell3018,1,5,1,1,0,1,10
2874,Cell3019,1,7,2,2,2,3,16
2875,Cell3020,1,5,1,1,0,1,20
2876,Cell3021,1,9,2,4,1,2,8
2877,Cell3022,1,3,4,1,0,1,2
2878,Cell3023,1,7,2,2,2,3,0
2879,Cell3024,1,11,4,1,0,1,24
2880,Cell3025,1,1,2,4,1,2,5
2881,Cell3026,1,9,2,4,1,2,12
2882,Cell3027,1,7,2,2,2,3,16
2883,Cell3028,1,7,2,2,2,3,16
2884,Cell3029,1,7,2,2,2,3,1
2885,Cell3030,1,12,3,3,3,0,18
2886,Cell3031,1,1,2,4,1,2,5
2887,Cell3032,1,5,1,1,0,1,10
2888,Cell3033,1,13,2,4,1,2,13
2889,Cell3034,1,7,2,2,2,3,0
2890,Cell3035,1,8,3,3,3,0,19
2891,Cell3036,1,10,2,4,1,2,26
2892,Cell3037,1,6,2,2,2,3,0
2893,Cell3038,1,1,2,4,1,2,4
2894,Cell3039,1,2,2,2,2,3,15
2895,Cell3040,1,11,1,1,0,1,3
2896,Cell3042,1,1,2,4,1,2,4
2897,Cell3043,1,18,4,1,0,1,14
2898,Cell3044,1,1,2,4,1,2,5
2899,Cell3045,1,7,2,2,2,3,15
2900,Cell3046,1,4,3,3,3,0,11
2901,Cell3047,1,4,3,3,3,0,9
2902,Cell3048,1,7,2,2,2,3,15
2903,Cell3049,1,11,1,1,0,1,3
2904,Cell3050,1,5,1,1,0,1,10
2905,Cell3051,1,4,3,3,3,0,11
2906,Cell3052,1,16,4,1,0,1,24
2907,Cell3053,1,7,2,2,2,3,16
2908,Cell3054,1,5,1,1,0,1,20
2909,Cell3055,1,8,3,3,3,0,6
2910,Cell3056,1,11,4,1,0,1,3
2911,Cell3058,1,11,1,1,0,1,3
2912,Cell3059,1,15,3,3,3,0,17
2913,Cell3060,1,14,2,2,2,3,25
2914,Cell3061,1,10,2,4,1,2,26
2915,Cell3062,1,5,1,1,0,1,20
2916,Cell3063,1,10,2,4,1,2,26
2917,Cell3064,1,2,2,2,2,3,27
2918,Cell3065,1,8,3,3,3,0,19
2919,Cell3066,1,10,2,4,1,2,22
2920,Cell3067,1,6,2,2,2,3,0
2921,Cell3068,1,11,4,1,0,1,3
2922,Cell3069,1,9,2,4,1,2,8
2923,Cell3070,1,3,4,1,0,1,14
2924,Cell3071,1,5,1,1,0,1,10
2925,Cell3072,1,14,2,2,2,3,25
2926,Cell3073,1,11,1,1,0,1,3
2927,Cell3074,1,2,2,2,2,3,27
2928,Cell3075,1,9,2,4,1,2,12
2929,Cell3076,1,5,1,1,0,1,10
2930,Cell3077,1,1,2,4,1,2,5
2931,Cell3078,1,13,2,4,1,2,13
2932,Cell3079,1,9,2,4,1,2,8
2933,Cell3080,1,1,2,4,1,2,4
2934,Cell3081,1,6,2,2,2,3,7
2935,Cell3082,1,12,3,3,3,0,18
2936,Cell3083,1,4,3,3,3,0,11
2937,Cell3084,1,3,4,1,0,1,2
2938,Cell3085,1,5,1,1,0,1,21
2939,Cell3087,1,17,3,3,3,0,23
2940,Cell3088,1,4,3,3,3,0,9
2941,Cell3090,1,4,3,3,3,0,9
2942,Cell3091,1,15,3,3,3,0,17
2943,Cell3092,1,5,1,1,0,1,10
2944,Cell3093,1,13,2,4,1,2,13
2945,Cell3094,1,9,2,4,1,2,8
2946,Cell3095,1,4,3,3,3,0,11
2947,Cell3096,1,2,2,2,2,3,1
2948,Cell3097,1,10,2,4,1,2,26
2949,Cell3098,1,3,4,1,0,1,14
2950,Cell3099,1,13,2,4,1,2,13
2951,Cell3100,1,16,4,1,0,1,24
2952,Cell3101,1,9,2,4,1,2,8
2953,Cell3102,1,4,3,3,3,0,9
2954,Cell3103,1,9,2,4,1,2,12
2955,Cell3104,1,16,4,1,0,1,24
2956,Cell3105,1,10,2,4,1,2,22
2957,Cell3106,1,2,2,2,2,3,1
2958,Cell3107,1,7,2,2,2,3,16
2959,Cell3108,1,3,4,1,0,1,2
2960,Cell3109,1,13,2,4,1,2,13
2961,Cell3110,1,15,3,3,3,0,17
2962,Cell3111,1,14,2,2,2,3,25
2963,Cell3113,1,11,4,1,0,1,3
2964,Cell3114,1,6,2,2,2,3,0
2965,Cell3115,1,11,1,1,0,1,3
2966,Cell3116,1,1,2,4,1,2,4
2967,Cell3117,1,5,1,1,0,1,21
2968,Cell3118,1,4,3,3,3,0,11
2969,Cell3119,1,2,2,2,2,3,15
2970,Cell3120,1,10,2,4,1,2,26
2971,Cell3121,1,10,2,4,1,2,26
2972,Cell3122,1,7,2,2,2,3,16
2973,Cell3123,1,3,4,1,0,1,2
2974,Cell3125,1,8,3,3,3,0,19
2975,Cell3126,1,14,2,2,2,3,25
2976,Cell3127,1,13,2,4,1,2,13
2977,Cell3128,1,17,3,3,3,0,23
2978,Cell3129,1,4,3,3,3,0,11
2979,Cell3130,1,13,2,4,1,2,13
2980,Cell3131,1,4,3,3,3,0,9
2981,Cell3132,1,6,2,2,2,3,7
2982,Cell3133,1,15,3,3,3,0,17
2983,Cell3135,1,1,2,4,1,2,4
2984,Cell3136,1,9,2,4,1,2,8
2985,Cell3137,1,7,2,2,2,3,0
2986,Cell3138,1,2,2,2,2,3,27
2987,Cell3139,1,9,2,4,1,2,8
2988,Cell3140,1,11,4,1,0,1,3
2989,Cell3141,1,5,1,1,0,1,21
2990,Cell3142,1,18,1,1,0,1,20
2991,Cell3143,1,2,2,2,2,3,27
2992,Cell3144,1,9,2,4,1,2,8
2993,Cell3145,1,8,3,3,3,0,19
2994,Cell3146,1,13,2,4,1,2,4
2995,Cell3147,1,6,2,2,2,3,7
2996,Cell3148,1,16,4,1,0,1,24
2997,Cell3149,1,5,1,1,0,1,10
2998,Cell3150,1,3,4,1,0,1,2
2999,Cell3151,1,4,3,3,3,0,11
3000,Cell3152,1,7,2,2,2,3,15
3001,Cell3153,1,5,1,1,0,1,10
3002,Cell3154,1,2,2,2,2,3,27
3003,Cell3155,1,4,3,3,3,0,11
3004,Cell3156,1,10,2,4,1,2,26
3005,Cell3157,1,11,4,1,0,1,24
3006,Cell3158,1,14,2,2,2,3,25
3007,Cell3159,1,5,1,1,0,1,3
3008,Cell3160,1,5,1,1,0,1,10
3009,Cell3161,1,15,3,3,3,0,17
3010,Cell3162,1,5,1,1,0,1,21
3011,Cell3164,1,13,2,4,1,2,13
3012,Cell3165,1,8,3,3,3,0,6
3013,Cell3166,1,1,2,4,1,2,5
3014,Cell3167,1,7,2,2,2,3,16
3015,Cell3168,1,1,2,4,1,2,5
3016,Cell3169,1,2,2,2,2,3,0
3017,Cell3170,1,11,1,1,0,1,3
3018,Cell3171,1,10,2,4,1,2,26
3019,Cell3172,1,8,3,3,3,0,6
3020,Cell3173,1,1,2,4,1,2,4
3021,Cell3175,1,11,4,1,0,1,3
3022,Cell3176,1,10,2,4,1,2,12
3023,Cell3178,1,9,2,4,1,2,8
3024,Cell3179,1,1,2,4,1,2,5
3025,Cell3180,1,13,2,4,1,2,4
3026,Cell3181,1,1,2,4,1,2,4
3027,Cell3182,1,10,2,4,1,2,22
3028,Cell3183,1,6,2,2,2,3,7
3029,Cell3184,1,4,3,3,3,0,11
3030,Cell3185,1,8,3,3,3,0,19
3031,Cell3186,1,7,2,2,2,3,0
3032,Cell3187,1,10,2,4,1,2,26
3033,Cell3188,1,5,1,1,0,1,10
3034,Cell3189,1,12,3,3,3,0,19
3035,Cell3190,1,3,4,1,0,1,14
3036,Cell3191,1,10,2,4,1,2,26
3037,Cell3192,1,6,2,2,2,3,7
3038,Cell3193,1,12,3,3,3,0,19
3039,Cell3194,1,11,1,1,0,1,3
3040,Cell3195,1,10,2,4,1,2,22
3041,Cell3196,1,1,2,4,1,2,12
3042,Cell3197,1,5,1,1,0,1,20
3043,Cell3198,1,3,4,1,0,1,2
3044,Cell3199,1,11,1,1,0,1,3
3045,Cell3200,1,5,1,1,0,1,21
3046,Cell3201,1,3,4,1,0,1,14
3047,Cell3202,1,6,2,2,2,3,0
3048,Cell3203,1,5,1,1,0,1,10
3049,Cell3204,1,3,4,1,0,1,2
3050,Cell3205,1,4,3,3,3,0,11
3051,Cell3207,1,7,2,2,2,3,0
3052,Cell3208,1,14,2,2,2,3,7
3053,Cell3209,1,3,1,1,0,1,21
3054,Cell3210,1,15,3,3,3,0,17
3055,Cell3211,1,11,4,1,0,1,3
3056,Cell3212,1,10,2,4,1,2,22
3057,Cell3213,1,11,1,1,0,1,3
3058,Cell3214,1,6,2,2,2,3,0
3059,Cell3215,1,10,2,4,1,2,22
3060,Cell3216,1,6,2,2,2,3,0
3061,Cell3217,1,4,3,3,3,0,11
3062,Cell3218,1,10,2,4,1,2,22
3063,Cell3219,1,6,2,2,2,3,0
3064,Cell3220,1,11,1,1,0,1,3
3065,Cell3221,1,5,1,1,0,1,10
3066,Cell3222,1,4,3,3,3,0,11
3067,Cell3223,1,12,3,3,3,0,19
3068,Cell3224,1,17,3,3,3,0,23
3069,Cell3225,1,9,2,4,1,2,8
3070,Cell3226,1,7,2,2,2,3,16
3071,Cell3227,1,3,4,1,0,1,21
3072,Cell3228,1,10,2,4,1,2,22
3073,Cell3229,1,3,4,1,0,1,2
3074,Cell3230,1,4,3,3,3,0,11
3075,Cell3231,1,10,2,4,1,2,22
3076,Cell3232,1,3,4,1,0,1,14
3077,Cell3233,1,6,2,2,2,3,0
3078,Cell3234,1,1,2,4,1,2,5
3079,Cell3235,1,12,3,3,3,0,18
3080,Cell3236,1,11,4,1,0,1,3
3081,Cell3237,1,13,2,4,1,2,13
3082,Cell3238,1,10,2,4,1,2,22
3083,Cell3239,1,7,2,2,2,3,16
3084,Cell3240,1,17,3,3,3,0,23
3085,Cell3241,1,11,4,1,0,1,24
3086,Cell3242,1,1,2,4,1,2,4
3087,Cell3243,1,3,4,1,0,1,2
3088,Cell3244,1,10,2,4,1,2,22
3089,Cell3245,1,9,2,4,1,2,8
3090,Cell3246,1,8,3,3,3,0,6
3091,Cell3247,1,11,1,1,0,1,3
3092,Cell3248,1,16,4,1,0,1,24
3093,Cell3249,1,10,2,4,1,2,26
3094,Cell3250,1,2,2,2,2,3,27
3095,Cell3251,1,1,2,4,1,2,4
3096,Cell3252,1,4,3,3,3,0,9
3097,Cell3253,1,5,1,1,0,1,10
3098,Cell3254,1,7,2,2,2,3,16
3099,Cell3255,1,1,2,4,1,2,4
3100,Cell3256,1,11,4,1,0,1,3
3101,Cell3257,1,18,1,1,0,1,20
3102,Cell3258,1,8,3,3,3,0,19
3103,Cell3259,1,11,1,1,0,1,3
3104,Cell3260,1,6,2,2,2,3,7
3105,Cell3261,1,1,2,4,1,2,5
3106,Cell3262,1,14,2,2,2,3,25
3107,Cell3263,1,6,2,2,2,3,7
3108,Cell3264,1,11,1,1,0,1,3
3109,Cell3265,1,15,3,3,3,0,17
3110,Cell3266,1,7,2,2,2,3,16
3111,Cell3267,1,5,1,1,0,1,20
3112,Cell3268,1,6,2,2,2,3,0
3113,Cell3269,1,6,2,2,2,3,7
3114,Cell3270,1,13,2,4,1,2,13
3115,Cell3272,1,15,3,3,3,0,17
3116,Cell3273,1,9,2,4,1,2,8
3117,Cell3274,1,13,2,4,1,2,13
3118,Cell3275,1,12,3,3,3,0,18
3119,Cell3276,1,10,2,4,1,2,22
3120,Cell3277,1,10,2,4,1,2,26
3121,Cell3279,1,14,2,2,2,3,25
3122,Cell3280,1,9,2,4,1,2,8
3123,Cell3281,1,10,2,4,1,2,22
3124,Cell3282,1,12,3,3,3,0,18
3125,Cell3283,1,4,3,3,3,0,9
3126,Cell3284,1,14,2,2,2,3,7
3127,Cell3285,1,2,2,2,2,3,15
3128,Cell3286,1,1,2,4,1,2,4
3129,Cell3287,1,3,1,1,0,1,21
3130,Cell3288,1,8,3,3,3,0,6
3131,Cell3289,1,5,1,1,0,1,10
3132,Cell3290,1,10,2,4,1,2,22
3133,Cell3291,1,7,2,2,2,3,16
3134,Cell3292,1,3,4,1,0,1,2
3135,Cell3293,1,5,1,1,0,1,21
3136,Cell3294,1,1,2,4,1,2,12
3137,Cell3295,1,6,2,2,2,3,7
3138,Cell3296,1,3,4,1,0,1,2
3139,Cell3297,1,1,2,4,1,2,4
3140,Cell3298,1,9,2,4,1,2,12
3141,Cell3299,1,2,2,2,2,3,1
3142,Cell3300,1,3,4,1,0,1,21
3143,Cell3302,1,9,2,4,1,2,8
3144,Cell3303,1,3,4,1,0,1,14
3145,Cell3304,1,17,3,3,3,0,23
3146,Cell3305,1,12,3,3,3,0,18
3147,Cell3306,1,2,2,2,2,3,15
3148,Cell3308,1,11,1,1,0,1,3
3149,Cell3309,1,2,2,2,2,3,15
3150,Cell3310,1,3,4,1,0,1,2
3151,Cell3311,1,17,3,3,3,0,23
3152,Cell3312,1,2,2,2,2,3,15
3153,Cell3313,1,4,3,3,3,0,9
3154,Cell3314,1,4,3,3,3,0,9
3155,Cell3315,1,10,2,4,1,2,12
3156,Cell3316,1,7,2,2,2,3,15
3157,Cell3317,1,1,2,4,1,2,5
3158,Cell3318,1,10,2,4,1,2,26
3159,Cell3319,1,15,3,3,3,0,17
3160,Cell3320,1,1,2,4,1,2,5
3161,Cell3321,1,6,2,2,2,3,7
3162,Cell3322,1,7,2,2,2,3,16
3163,Cell3323,1,5,1,1,0,1,10
3164,Cell3324,1,4,3,3,3,0,9
3165,Cell3325,1,10,2,4,1,2,22
3166,Cell3326,1,16,4,1,0,1,24
3167,Cell3327,1,17,3,3,3,0,23
3168,Cell3328,1,13,2,4,1,2,13
3169,Cell3330,1,15,3,3,3,0,17
3170,Cell3331,1,9,2,4,1,2,8
3171,Cell3332,1,7,2,2,2,3,0
3172,Cell3333,1,6,2,2,2,3,7
3173,Cell3334,1,3,4,1,0,1,2
3174,Cell3335,1,1,2,4,1,2,5
3175,Cell3336,1,15,3,3,3,0,17
3176,Cell3337,1,2,2,2,2,3,1
3177,Cell3338,1,8,3,3,3,0,6
3178,Cell3339,1,7,2,2,2,3,0
3179,Cell3340,1,10,2,4,1,2,12
3180,Cell3341,1,5,1,1,0,1,21
3181,Cell3342,1,8,3,3,3,0,6
3182,Cell3343,1,1,2,4,1,2,4
3183,Cell3344,1,7,2,2,2,3,16
3184,Cell3346,1,8,3,3,3,0,19
3185,Cell3347,1,17,3,3,3,0,23
3186,Cell3348,1,13,2,4,1,2,13
3187,Cell3349,1,18,4,1,0,1,14
3188,Cell3350,1,14,2,2,2,3,25
3189,Cell3351,1,18,4,1,0,1,14
3190,Cell3352,1,4,3,3,3,0,9
3191,Cell3353,1,3,4,1,0,1,2
3192,Cell3355,1,2,2,2,2,3,1
3193,Cell3356,1,7,2,2,2,3,0
3194,Cell3357,1,10,2,4,1,2,26
3195,Cell3358,1,9,2,4,1,2,8
3196,Cell3359,1,6,2,2,2,3,0
3197,Cell3360,1,13,2,4,1,2,13
3198,Cell3361,1,2,2,2,2,3,1
3199,Cell3362,1,13,2,4,1,2,13
3200,Cell3363,1,6,2,2,2,3,0
3201,Cell3364,1,16,4,1,0,1,24
3202,Cell3365,1,14,2,2,2,3,25
3203,Cell3366,1,7,2,2,2,3,16
3204,Cell3367,1,2,2,2,2,3,1
3205,Cell3368,1,14,2,2,2,3,7
3206,Cell3369,1,5,1,1,0,1,21
3207,Cell3370,1,5,1,1,0,1,21
3208,Cell3371,1,2,2,2,2,3,15
