,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
2644,Cell2777,1,2,10,6,31,24,25
2645,Cell2778,1,14,19,26,5,20,13
2646,Cell2779,1,21,5,2,26,7,17
2647,Cell2780,1,3,28,5,19,30,2
2648,Cell2781,1,25,7,17,20,31,21
2649,Cell2782,1,12,1,4,17,1,9
2650,Cell2783,1,26,14,31,6,16,22
2651,Cell2784,1,12,1,4,17,1,9
2652,Cell2785,1,18,22,29,15,2,16
2653,Cell2786,1,3,28,5,19,30,2
2654,Cell2787,1,23,21,32,13,0,19
2655,Cell2788,1,9,3,20,22,15,6
2656,Cell2789,1,12,1,20,17,1,9
2657,Cell2790,1,16,8,13,29,21,14
2658,Cell2791,1,9,3,25,22,15,6
2659,Cell2792,1,1,29,18,30,6,0
2660,Cell2793,1,7,28,5,0,11,3
2661,Cell2794,1,6,15,7,4,12,4
2662,Cell2795,1,20,26,10,27,3,12
2663,Cell2796,1,25,7,17,20,31,21
2664,Cell2797,1,3,28,21,0,30,2
2665,Cell2798,1,12,1,4,17,1,9
2666,Cell2799,1,25,7,17,20,31,21
2667,Cell2800,1,16,11,13,29,21,14
2668,Cell2801,1,8,20,21,23,29,27
2669,Cell2802,1,3,28,20,19,30,2
2670,Cell2803,1,28,32,11,14,4,24
2671,Cell2804,1,6,15,20,4,12,4
2672,Cell2805,1,2,10,12,31,24,25
2673,Cell2806,1,25,7,17,20,31,21
2674,Cell2807,1,9,3,25,22,15,6
2675,Cell2808,1,23,21,32,13,0,19
2676,Cell2809,1,20,23,10,27,3,12
2677,Cell2810,1,1,28,5,0,22,3
2678,Cell2811,1,9,3,25,22,15,6
2679,Cell2812,1,18,16,29,15,2,16
2680,Cell2813,1,25,7,17,20,31,21
2681,Cell2814,1,3,28,5,19,30,2
2682,Cell2815,1,22,9,19,25,5,18
2683,Cell2816,1,18,22,29,15,2,16
2684,Cell2817,1,2,18,6,31,19,29
2685,Cell2818,1,5,31,23,23,25,5
2686,Cell2819,1,16,27,13,29,21,14
2687,Cell2820,1,3,28,8,0,11,2
2688,Cell2821,1,1,29,18,30,6,0
2689,Cell2822,1,25,7,17,20,31,21
2690,Cell2823,1,20,23,6,27,3,12
2691,Cell2824,1,5,31,23,23,25,5
2692,Cell2825,1,28,2,11,14,4,24
2693,Cell2826,1,21,5,2,26,7,17
2694,Cell2827,1,1,29,1,30,22,0
2695,Cell2828,1,26,14,31,6,16,22
2696,Cell2829,1,1,29,18,30,22,0
2697,Cell2830,1,1,29,18,30,6,0
2698,Cell2831,1,1,29,1,12,22,0
2699,Cell2832,1,25,7,17,20,31,21
2700,Cell2833,1,5,31,23,23,25,5
2701,Cell2834,1,9,3,31,22,15,6
2702,Cell2835,1,27,4,24,2,17,23
2703,Cell2836,1,10,4,30,16,27,7
2704,Cell2837,1,4,17,9,7,14,1
2705,Cell2838,1,15,25,28,11,18,10
2706,Cell2839,1,26,14,31,6,16,22
2707,Cell2840,1,22,9,19,25,5,18
2708,Cell2841,1,26,14,31,6,16,22
2709,Cell2842,1,18,16,29,15,2,16
2710,Cell2843,1,15,25,28,11,18,10
2711,Cell2844,1,3,28,1,19,30,2
2712,Cell2845,1,2,18,16,6,19,29
2713,Cell2847,1,11,1,22,8,28,8
2714,Cell2848,1,20,26,10,27,3,12
2715,Cell2849,1,25,7,17,20,31,21
2716,Cell2850,1,8,20,21,6,29,27
2717,Cell2851,1,26,14,31,6,16,22
2718,Cell2852,1,13,12,15,12,26,26
2719,Cell2853,1,5,31,23,23,25,5
2720,Cell2854,1,13,12,15,12,26,26
2721,Cell2855,1,27,4,24,2,17,23
2722,Cell2856,1,24,6,27,24,13,20
2723,Cell2857,1,1,29,18,30,6,0
2724,Cell2858,1,8,24,1,28,8,28
2725,Cell2859,1,1,29,1,30,22,0
2726,Cell2860,1,6,15,7,4,12,4
2727,Cell2861,1,27,4,24,2,17,23
2728,Cell2862,1,4,17,9,7,14,1
2729,Cell2863,1,1,29,18,30,22,0
2730,Cell2864,1,9,3,25,22,15,6
2731,Cell2865,1,13,12,15,12,26,26
2732,Cell2866,1,2,10,12,31,24,25
2733,Cell2868,1,13,12,15,12,26,26
2734,Cell2869,1,18,16,29,15,2,16
2735,Cell2870,1,11,1,22,8,28,8
2736,Cell2871,1,4,17,9,7,14,1
2737,Cell2872,1,12,1,4,17,1,9
2738,Cell2873,1,22,30,19,25,5,18
2739,Cell2874,1,8,20,16,23,29,27
2740,Cell2875,1,5,31,23,23,25,5
2741,Cell2876,1,20,23,10,27,3,12
2742,Cell2877,1,28,2,11,14,4,24
2743,Cell2878,1,13,12,15,12,26,26
2744,Cell2879,1,9,3,25,22,15,6
2745,Cell2880,1,6,15,6,4,12,4
2746,Cell2881,1,3,28,5,19,30,2
2747,Cell2882,1,5,31,23,23,25,5
2748,Cell2883,1,5,31,23,23,25,5
2749,Cell2884,1,3,28,1,0,30,2
2750,Cell2885,1,1,29,18,30,6,0
2751,Cell2886,1,17,6,14,21,10,11
2752,Cell2887,1,18,22,29,15,2,16
2753,Cell2888,1,25,7,17,20,31,21
2754,Cell2889,1,25,7,17,20,31,21
2755,Cell2890,1,14,19,26,5,20,13
2756,Cell2891,1,11,1,22,8,28,8
2757,Cell2892,1,15,25,28,11,18,10
2758,Cell2893,1,2,18,6,6,19,29
2759,Cell2894,1,13,12,21,12,26,26
2760,Cell2895,1,25,7,17,20,31,21
2761,Cell2896,1,9,3,25,22,15,6
2762,Cell2897,1,23,21,32,13,0,19
2763,Cell2898,1,2,10,20,31,24,25
2764,Cell2899,1,21,5,2,26,7,17
2765,Cell2900,1,4,17,9,7,14,1
2766,Cell2901,1,18,22,29,15,2,16
2767,Cell2902,1,25,7,17,20,31,21
2768,Cell2903,1,1,28,1,0,22,0
2769,Cell2904,1,27,4,24,2,17,23
2770,Cell2905,1,12,1,4,17,1,9
2771,Cell2906,1,22,9,19,25,5,18
2772,Cell2907,1,24,6,27,24,13,20
2773,Cell2908,1,25,7,17,20,31,21
2774,Cell2909,1,1,29,1,12,22,0
2775,Cell2910,1,27,4,24,2,17,23
2776,Cell2911,1,1,29,18,30,22,0
2777,Cell2912,1,3,28,5,0,30,2
2778,Cell2913,1,15,25,28,11,18,10
2779,Cell2914,1,25,7,17,20,31,21
2780,Cell2916,1,19,13,3,18,9,15
2781,Cell2917,1,20,26,10,27,3,12
2782,Cell2918,1,24,6,27,24,13,20
2783,Cell2920,1,4,17,9,7,14,1
2784,Cell2922,1,28,32,11,14,4,24
2785,Cell2923,1,8,24,1,28,8,28
2786,Cell2924,1,4,17,6,7,14,1
2787,Cell2925,1,6,15,7,4,12,4
2788,Cell2926,1,13,12,15,12,26,26
2789,Cell2928,1,27,4,24,2,17,23
2790,Cell2929,1,5,31,23,23,25,5
2791,Cell2930,1,7,28,8,0,11,3
2792,Cell2931,1,2,10,12,31,24,25
2793,Cell2932,1,15,25,28,11,18,10
2794,Cell2933,1,17,6,14,21,10,11
2795,Cell2934,1,2,18,1,31,19,29
2796,Cell2935,1,6,15,7,4,12,4
2797,Cell2936,1,14,19,26,5,20,13
2798,Cell2937,1,15,25,28,11,23,10
2799,Cell2938,1,4,17,9,7,14,1
2800,Cell2939,1,7,28,21,0,11,3
2801,Cell2940,1,13,12,6,12,26,26
2802,Cell2941,1,11,1,22,8,28,8
2803,Cell2942,1,8,20,21,6,29,27
2804,Cell2943,1,27,4,24,2,17,23
2805,Cell2944,1,15,25,28,11,18,10
2806,Cell2945,1,17,6,14,21,10,11
2807,Cell2946,1,24,6,12,24,13,20
2808,Cell2947,1,23,21,32,13,0,19
2809,Cell2948,1,28,32,11,14,4,24
2810,Cell2949,1,18,22,29,15,2,16
2811,Cell2950,1,22,30,19,25,5,18
2812,Cell2951,1,12,1,4,17,1,9
2813,Cell2952,1,19,13,3,18,9,15
2814,Cell2953,1,1,29,18,30,6,0
2815,Cell2954,1,28,32,11,14,4,24
2816,Cell2955,1,8,20,21,23,29,27
2817,Cell2956,1,11,1,22,8,28,8
2818,Cell2957,1,28,32,11,14,4,24
2819,Cell2958,1,4,17,9,7,14,1
2820,Cell2959,1,2,18,16,6,19,29
2821,Cell2960,1,21,5,2,26,7,17
2822,Cell2961,1,26,14,21,23,16,22
2823,Cell2962,1,11,1,22,8,28,8
2824,Cell2963,1,24,6,21,24,13,20
2825,Cell2964,1,28,2,11,14,4,24
2826,Cell2965,1,20,23,10,27,3,12
2827,Cell2966,1,27,4,24,2,17,23
2828,Cell2967,1,14,19,26,5,20,13
2829,Cell2968,1,8,24,20,28,8,28
2830,Cell2969,1,9,3,25,22,15,6
2831,Cell2970,1,16,11,13,29,21,14
2832,Cell2971,1,26,14,31,6,16,22
2833,Cell2972,1,7,28,8,0,11,3
2834,Cell2973,1,3,28,5,19,30,2
2835,Cell2974,1,18,16,29,15,2,16
2836,Cell2975,1,16,27,20,29,21,14
2837,Cell2976,1,23,21,32,13,0,19
2838,Cell2977,1,2,10,12,31,24,25
2839,Cell2978,1,12,1,4,17,1,9
2840,Cell2979,1,25,7,17,20,31,21
2841,Cell2980,1,11,1,22,8,28,8
2842,Cell2981,1,10,4,30,16,27,7
2843,Cell2982,1,10,4,30,16,27,7
2844,Cell2983,1,11,1,22,8,28,8
2845,Cell2984,1,7,28,8,0,11,3
2846,Cell2985,1,4,17,9,7,14,1
2847,Cell2986,1,17,6,14,21,10,11
2848,Cell2988,1,18,22,29,15,2,16
2849,Cell2989,1,9,3,25,22,15,6
2850,Cell2990,1,15,25,28,11,18,10
2851,Cell2991,1,14,19,26,5,20,13
2852,Cell2992,1,11,1,22,8,28,8
2853,Cell2993,1,4,17,9,7,14,1
2854,Cell2995,1,12,1,4,17,1,9
2855,Cell2996,1,26,14,6,6,16,22
2856,Cell2997,1,16,27,13,29,21,14
2857,Cell2998,1,22,30,19,25,5,18
2858,Cell2999,1,2,10,12,31,24,25
2859,Cell3000,1,1,29,20,30,6,0
2860,Cell3001,1,8,20,20,23,29,27
2861,Cell3002,1,4,17,9,7,14,1
2862,Cell3003,1,26,14,31,6,16,22
2863,Cell3004,1,19,13,3,18,9,15
2864,Cell3005,1,2,10,6,31,24,25
2865,Cell3006,1,27,4,24,2,17,23
2866,Cell3007,1,26,14,31,6,16,22
2867,Cell3008,1,5,31,23,23,25,5
2868,Cell3009,1,14,19,26,5,20,13
2869,Cell3010,1,3,17,5,19,30,2
2870,Cell3011,1,25,7,17,20,31,21
2871,Cell3012,1,25,7,17,20,31,21
2872,Cell3013,1,27,4,24,2,17,23
2873,Cell3014,1,2,10,12,31,24,25
2874,Cell3015,1,13,12,15,12,26,26
2875,Cell3016,1,1,29,18,30,6,0
2876,Cell3017,1,13,12,15,12,26,26
2877,Cell3018,1,18,22,29,15,2,16
2878,Cell3019,1,4,17,9,7,14,1
2879,Cell3020,1,3,17,1,19,30,2
2880,Cell3021,1,11,1,22,8,28,8
2881,Cell3022,1,14,19,26,5,20,13
2882,Cell3023,1,19,13,3,18,9,15
2883,Cell3024,1,15,25,28,11,18,10
2884,Cell3025,1,7,28,18,0,11,3
2885,Cell3026,1,5,31,23,23,25,5
2886,Cell3027,1,21,5,2,26,7,17
2887,Cell3028,1,19,13,3,18,9,15
2888,Cell3029,1,19,13,3,18,9,15
2889,Cell3030,1,13,12,13,12,26,26
2890,Cell3031,1,9,3,25,22,15,6
2891,Cell3032,1,23,21,32,13,0,19
2892,Cell3033,1,5,31,23,23,25,5
2893,Cell3034,1,8,20,6,28,29,27
2894,Cell3035,1,20,23,10,27,3,12
2895,Cell3036,1,25,7,20,20,31,21
2896,Cell3037,1,2,24,6,28,19,25
2897,Cell3038,1,5,31,23,23,25,5
2898,Cell3039,1,22,30,6,25,5,18
2899,Cell3040,1,14,19,26,5,20,13
2900,Cell3042,1,27,4,24,2,17,23
2901,Cell3043,1,18,22,29,15,2,16
2902,Cell3044,1,11,1,22,8,28,8
2903,Cell3045,1,12,1,4,17,1,9
2904,Cell3046,1,17,6,12,21,24,11
2905,Cell3047,1,1,29,15,30,22,0
2906,Cell3048,1,21,5,2,26,7,17
2907,Cell3049,1,26,14,31,6,16,22
2908,Cell3050,1,24,6,27,24,13,20
2909,Cell3051,1,2,10,12,31,24,25
2910,Cell3052,1,15,25,28,11,18,10
2911,Cell3053,1,7,28,8,0,11,3
2912,Cell3054,1,26,14,31,6,16,22
2913,Cell3055,1,17,6,14,21,10,11
2914,Cell3056,1,18,16,29,15,2,16
2915,Cell3058,1,1,29,1,30,22,0
2916,Cell3059,1,2,18,16,31,19,29
2917,Cell3060,1,7,28,8,0,11,3
2918,Cell3061,1,3,28,20,19,30,2
2919,Cell3062,1,23,21,32,13,0,19
2920,Cell3063,1,5,31,21,23,25,5
2921,Cell3064,1,7,28,8,0,11,3
2922,Cell3065,1,28,32,11,14,4,24
2923,Cell3066,1,22,9,19,25,5,18
2924,Cell3067,1,3,28,5,19,30,2
2925,Cell3068,1,14,19,26,5,20,13
2926,Cell3069,1,11,1,22,8,28,8
2927,Cell3070,1,15,25,28,11,18,10
2928,Cell3071,1,23,21,32,13,0,19
2929,Cell3072,1,4,17,9,7,14,1
2930,Cell3073,1,15,25,28,11,23,10
2931,Cell3074,1,3,28,5,19,30,2
2932,Cell3075,1,17,6,21,21,10,11
2933,Cell3076,1,14,19,26,5,20,13
2934,Cell3077,1,25,7,20,20,31,21
2935,Cell3078,1,1,29,18,30,6,0
2936,Cell3079,1,1,29,18,30,22,0
2937,Cell3080,1,9,3,25,22,15,6
2938,Cell3081,1,12,1,4,17,1,9
2939,Cell3082,1,25,7,17,20,31,21
2940,Cell3083,1,28,32,11,14,4,24
2941,Cell3084,1,10,4,30,16,27,7
2942,Cell3085,1,10,4,30,16,27,7
2943,Cell3087,1,28,2,11,14,4,24
2944,Cell3088,1,28,2,11,14,4,24
2945,Cell3090,1,22,30,15,25,5,18
2946,Cell3091,1,25,7,17,20,31,21
2947,Cell3092,1,2,10,27,24,24,25
2948,Cell3093,1,27,4,24,2,17,23
2949,Cell3094,1,9,3,25,22,15,6
2950,Cell3095,1,8,24,10,28,8,28
2951,Cell3096,1,7,28,8,0,11,3
2952,Cell3097,1,27,4,24,2,17,23
2953,Cell3098,1,10,4,30,16,27,7
2954,Cell3099,1,9,3,25,22,15,6
2955,Cell3100,1,10,4,30,16,27,7
2956,Cell3101,1,9,3,25,22,15,6
2957,Cell3102,1,13,12,15,12,26,26
2958,Cell3103,1,5,31,23,23,25,5
2959,Cell3104,1,18,22,29,15,2,16
2960,Cell3105,1,11,1,22,8,28,8
2961,Cell3106,1,21,5,2,26,7,17
2962,Cell3107,1,4,17,9,7,14,1
2963,Cell3108,1,6,14,31,6,16,4
2964,Cell3109,1,22,9,19,25,5,18
2965,Cell3110,1,25,7,17,20,31,21
2966,Cell3111,1,4,17,9,7,14,1
2967,Cell3113,1,26,14,31,6,16,22
2968,Cell3114,1,7,28,8,0,11,3
2969,Cell3115,1,26,14,31,6,16,22
2970,Cell3116,1,22,30,19,25,5,18
2971,Cell3117,1,10,4,30,16,27,7
2972,Cell3118,1,13,12,15,12,26,26
2973,Cell3119,1,3,28,5,19,30,2
2974,Cell3120,1,1,12,20,12,22,0
2975,Cell3121,1,1,29,20,30,6,0
2976,Cell3122,1,3,28,5,0,30,2
2977,Cell3123,1,24,6,27,24,13,20
2978,Cell3125,1,13,12,15,12,26,26
2979,Cell3126,1,2,10,6,31,24,25
2980,Cell3127,1,5,31,23,23,25,5
2981,Cell3128,1,20,26,10,27,3,12
2982,Cell3129,1,16,11,13,29,21,14
2983,Cell3130,1,1,29,18,30,6,0
2984,Cell3131,1,16,11,13,29,21,14
2985,Cell3132,1,12,1,4,17,1,9
2986,Cell3133,1,17,6,14,21,10,11
2987,Cell3135,1,1,29,18,30,6,0
2988,Cell3136,1,27,4,24,2,17,23
2989,Cell3137,1,6,15,7,4,12,4
2990,Cell3138,1,3,28,5,19,30,2
2991,Cell3139,1,9,3,25,22,15,6
2992,Cell3140,1,15,25,28,11,18,10
2993,Cell3141,1,17,6,27,21,10,11
2994,Cell3142,1,26,14,31,6,16,22
2995,Cell3143,1,6,15,7,4,12,4
2996,Cell3144,1,3,28,18,0,30,2
2997,Cell3145,1,28,32,11,14,4,24
2998,Cell3146,1,1,29,18,30,6,0
2999,Cell3147,1,21,5,2,26,7,17
3000,Cell3148,1,14,19,26,5,20,13
3001,Cell3149,1,23,21,32,13,0,19
3002,Cell3150,1,18,22,29,15,2,16
3003,Cell3151,1,20,23,10,27,3,12
3004,Cell3152,1,4,17,9,7,14,1
3005,Cell3153,1,15,25,28,11,18,10
3006,Cell3154,1,3,28,5,19,30,2
3007,Cell3155,1,20,26,10,27,3,12
3008,Cell3156,1,8,20,21,23,29,27
3009,Cell3157,1,15,25,28,11,18,10
3010,Cell3158,1,3,28,5,19,30,2
3011,Cell3159,1,14,19,26,5,20,13
3012,Cell3160,1,15,25,28,11,18,10
3013,Cell3161,1,20,23,10,27,3,12
3014,Cell3162,1,14,19,26,5,20,13
3015,Cell3163,1,20,26,10,27,3,12
3016,Cell3164,1,22,30,19,25,5,18
3017,Cell3165,1,12,1,16,17,1,9
3018,Cell3166,1,9,3,25,22,15,6
3019,Cell3167,1,21,5,2,26,7,17
3020,Cell3168,1,8,20,20,28,29,27
3021,Cell3169,1,4,17,9,7,14,1
3022,Cell3170,1,24,6,27,24,13,20
3023,Cell3171,1,5,31,23,23,25,5
3024,Cell3172,1,25,7,17,20,31,21
3025,Cell3173,1,27,4,24,2,17,23
3026,Cell3175,1,13,12,1,28,8,28
3027,Cell3176,1,8,18,21,28,19,27
3028,Cell3178,1,9,3,25,22,15,6
3029,Cell3179,1,1,29,18,30,6,0
3030,Cell3180,1,5,31,23,23,25,5
3031,Cell3181,1,5,31,23,23,25,5
3032,Cell3182,1,12,1,20,17,1,9
3033,Cell3183,1,12,1,4,17,1,9
3034,Cell3184,1,28,2,11,14,4,24
3035,Cell3185,1,17,6,14,21,10,11
3036,Cell3186,1,5,31,6,23,25,5
3037,Cell3187,1,27,4,24,2,17,23
3038,Cell3188,1,18,22,29,15,2,16
3039,Cell3189,1,17,6,12,21,24,11
3040,Cell3190,1,10,4,30,16,27,7
3041,Cell3191,1,3,17,20,19,30,2
3042,Cell3192,1,3,28,5,19,30,2
3043,Cell3193,1,20,23,10,27,3,12
3044,Cell3194,1,14,19,26,5,20,13
3045,Cell3195,1,1,29,18,30,6,0
3046,Cell3196,1,22,9,19,25,5,18
3047,Cell3197,1,18,16,29,15,2,16
3048,Cell3198,1,14,19,26,5,20,13
3049,Cell3199,1,5,31,31,23,25,5
3050,Cell3200,1,24,6,27,24,13,20
3051,Cell3201,1,14,19,26,5,20,13
3052,Cell3202,1,2,18,6,31,19,29
3053,Cell3203,1,10,4,30,16,27,7
3054,Cell3204,1,7,28,1,0,11,3
3055,Cell3205,1,13,12,15,12,26,26
3056,Cell3207,1,6,15,7,4,12,4
3057,Cell3208,1,7,28,8,0,11,3
3058,Cell3209,1,23,21,32,13,0,19
3059,Cell3210,1,16,27,13,29,21,14
3060,Cell3211,1,18,16,29,15,2,16
3061,Cell3212,1,22,30,19,25,5,18
3062,Cell3213,1,24,6,27,24,13,20
3063,Cell3214,1,6,15,7,4,12,4
3064,Cell3215,1,8,20,21,23,29,27
3065,Cell3216,1,21,5,2,26,7,17
3066,Cell3217,1,13,12,15,12,26,26
3067,Cell3218,1,7,28,21,0,11,3
3068,Cell3219,1,6,15,7,4,12,4
3069,Cell3220,1,15,25,28,11,23,10
3070,Cell3221,1,24,6,27,24,13,20
3071,Cell3222,1,5,20,16,23,29,27
3072,Cell3223,1,8,18,16,28,19,27
3073,Cell3224,1,20,23,10,27,3,12
3074,Cell3225,1,5,31,23,23,25,5
3075,Cell3226,1,3,28,5,19,30,2
3076,Cell3227,1,24,6,27,24,13,20
3077,Cell3228,1,9,3,25,22,15,6
3078,Cell3229,1,10,4,30,16,27,7
3079,Cell3230,1,17,6,14,21,10,11
3080,Cell3231,1,9,3,25,22,15,6
3081,Cell3232,1,26,14,31,6,16,22
3082,Cell3233,1,21,5,2,26,7,17
3083,Cell3234,1,12,1,20,17,1,9
3084,Cell3235,1,16,11,13,29,21,14
3085,Cell3236,1,18,16,29,15,2,16
3086,Cell3237,1,9,3,25,22,15,6
3087,Cell3238,1,1,29,18,30,6,0
3088,Cell3239,1,12,1,4,17,1,9
3089,Cell3240,1,13,12,15,12,26,26
3090,Cell3241,1,23,21,32,13,0,19
3091,Cell3242,1,5,31,23,23,25,5
3092,Cell3243,1,10,4,30,16,27,7
3093,Cell3244,1,1,29,18,30,6,0
3094,Cell3245,1,22,30,19,25,5,18
3095,Cell3246,1,16,8,13,29,21,14
3096,Cell3247,1,24,6,27,24,13,20
3097,Cell3248,1,26,14,31,6,16,22
3098,Cell3249,1,1,29,18,30,6,0
3099,Cell3250,1,21,5,2,26,7,17
3100,Cell3251,1,1,29,18,30,22,0
3101,Cell3252,1,2,10,12,31,14,25
3102,Cell3253,1,24,6,27,24,13,20
3103,Cell3254,1,7,28,8,0,11,3
3104,Cell3255,1,9,3,25,22,15,6
3105,Cell3256,1,14,19,26,5,20,13
3106,Cell3257,1,8,24,1,28,8,28
3107,Cell3258,1,13,12,15,12,26,26
3108,Cell3259,1,7,28,1,0,11,3
3109,Cell3260,1,19,13,3,18,9,15
3110,Cell3261,1,22,30,19,25,5,18
3111,Cell3262,1,4,17,9,7,14,1
3112,Cell3263,1,6,15,7,4,12,4
3113,Cell3264,1,14,19,26,5,20,13
3114,Cell3265,1,20,23,10,27,3,12
3115,Cell3266,1,21,5,2,26,7,17
3116,Cell3267,1,1,29,1,30,22,0
3117,Cell3268,1,6,15,7,4,12,4
3118,Cell3269,1,3,28,5,19,30,2
3119,Cell3270,1,9,3,25,22,15,6
3120,Cell3271,1,3,28,5,19,30,2
3121,Cell3272,1,2,10,12,31,14,25
3122,Cell3273,1,22,30,19,25,5,18
3123,Cell3274,1,5,31,23,23,25,5
3124,Cell3275,1,13,12,15,12,26,26
3125,Cell3276,1,27,4,24,2,17,23
3126,Cell3277,1,5,31,23,23,25,5
3127,Cell3279,1,3,28,5,19,30,2
3128,Cell3280,1,1,29,18,30,6,0
3129,Cell3281,1,5,31,23,23,25,5
3130,Cell3282,1,13,12,15,28,8,28
3131,Cell3283,1,13,12,15,12,26,26
3132,Cell3284,1,21,5,2,26,7,17
3133,Cell3285,1,21,5,2,26,7,17
3134,Cell3286,1,11,1,22,8,28,8
3135,Cell3287,1,24,6,27,24,13,20
3136,Cell3288,1,2,18,16,31,19,29
3137,Cell3289,1,18,22,29,15,2,16
3138,Cell3290,1,18,22,20,15,2,16
3139,Cell3291,1,19,13,3,18,9,15
3140,Cell3292,1,23,21,32,13,0,19
3141,Cell3293,1,23,21,32,13,0,19
3142,Cell3294,1,5,31,23,23,25,5
3143,Cell3295,1,4,17,9,7,14,1
3144,Cell3296,1,24,6,27,24,13,20
3145,Cell3297,1,1,17,20,7,14,28
3146,Cell3298,1,27,4,24,2,17,23
3147,Cell3299,1,4,17,9,7,14,1
3148,Cell3300,1,4,17,1,7,14,1
3149,Cell3302,1,5,31,23,23,25,5
3150,Cell3303,1,23,21,32,13,0,19
3151,Cell3304,1,13,12,15,12,26,26
3152,Cell3305,1,17,6,14,21,10,11
3153,Cell3306,1,6,15,7,4,12,4
3154,Cell3308,1,24,6,27,24,13,20
3155,Cell3309,1,7,28,8,0,11,3
3156,Cell3310,1,23,21,32,13,0,19
3157,Cell3311,1,6,15,16,6,17,4
3158,Cell3312,1,7,28,8,0,11,3
3159,Cell3313,1,17,6,14,21,10,11
3160,Cell3314,1,20,23,10,27,3,12
3161,Cell3315,1,21,5,20,26,7,17
3162,Cell3316,1,7,28,8,0,11,3
3163,Cell3317,1,9,3,25,22,15,6
3164,Cell3318,1,5,31,23,23,25,5
3165,Cell3319,1,2,18,16,6,19,29
3166,Cell3320,1,9,3,25,22,15,6
3167,Cell3321,1,21,5,2,26,7,17
3168,Cell3322,1,12,1,4,17,1,9
3169,Cell3323,1,24,6,27,24,13,20
3170,Cell3324,1,20,23,10,27,3,12
3171,Cell3325,1,5,31,23,23,25,5
3172,Cell3326,1,24,6,27,24,13,20
3173,Cell3327,1,20,23,10,27,3,12
3174,Cell3328,1,22,30,19,25,5,18
3175,Cell3330,1,20,26,10,27,3,12
3176,Cell3331,1,22,9,19,25,5,18
3177,Cell3332,1,19,13,3,18,9,15
3178,Cell3333,1,3,28,5,19,30,2
3179,Cell3334,1,14,19,26,5,20,13
3180,Cell3335,1,9,3,25,22,15,6
3181,Cell3336,1,16,11,13,29,21,14
3182,Cell3337,1,3,28,5,0,30,3
3183,Cell3338,1,17,6,14,21,10,11
3184,Cell3339,1,10,4,6,16,27,7
3185,Cell3340,1,5,31,23,23,25,5
3186,Cell3341,1,23,21,32,13,0,19
3187,Cell3342,1,19,13,16,23,9,15
3188,Cell3343,1,5,31,23,23,25,5
3189,Cell3344,1,12,1,4,17,1,9
3190,Cell3346,1,13,12,15,12,26,26
3191,Cell3347,1,25,7,17,20,31,21
3192,Cell3348,1,11,1,22,8,28,8
3193,Cell3349,1,18,16,29,15,2,16
3194,Cell3350,1,19,13,3,18,9,15
3195,Cell3351,1,8,31,31,23,25,5
3196,Cell3352,1,16,11,13,29,21,14
3197,Cell3353,1,18,22,29,15,2,16
3198,Cell3355,1,3,28,5,19,30,2
3199,Cell3356,1,12,1,4,17,1,9
3200,Cell3357,1,27,4,24,2,17,23
3201,Cell3358,1,11,1,22,8,28,8
3202,Cell3359,1,23,21,6,13,0,19
3203,Cell3360,1,1,29,18,30,6,0
3204,Cell3361,1,6,15,7,4,12,4
3205,Cell3362,1,9,3,25,22,15,6
3206,Cell3363,1,4,17,9,7,14,1
3207,Cell3364,1,15,25,28,11,23,10
3208,Cell3365,1,6,15,7,4,12,4
3209,Cell3366,1,12,1,4,17,1,9
3210,Cell3367,1,3,28,5,19,30,2
3211,Cell3368,1,19,13,3,18,9,15
3212,Cell3369,1,8,24,1,28,8,28
3213,Cell3370,1,24,6,27,24,13,20
3214,Cell3371,1,13,12,6,28,8,28
3215,Cell3372,1,22,9,19,25,5,18
3216,Cell3373,1,8,20,21,6,29,27
3217,Cell3374,1,28,2,11,14,4,24
3218,Cell3375,1,26,14,6,22,16,22
3219,Cell3376,1,17,6,14,21,10,11
3220,Cell3377,1,16,11,13,29,21,14
3221,Cell3378,1,10,4,30,16,27,7
3222,Cell3379,1,13,12,15,12,26,26
3223,Cell3380,1,17,6,16,21,24,11
3224,Cell3381,1,1,29,20,30,6,0
3225,Cell3382,1,19,13,3,18,9,15
3226,Cell3383,1,20,26,10,27,3,12
3227,Cell3384,1,18,16,29,15,2,16
3228,Cell3385,1,4,17,9,7,14,1
3229,Cell3386,1,7,28,5,0,11,3
3230,Cell3387,1,3,28,5,19,30,2
3231,Cell3388,1,27,4,24,2,17,23
3232,Cell3389,1,20,23,10,27,3,12
3233,Cell3390,1,24,6,27,24,13,20
3234,Cell3391,1,17,6,20,21,24,11
3235,Cell3392,1,26,14,31,6,16,22
3236,Cell3393,1,22,30,19,25,5,18
3237,Cell3394,1,13,12,6,28,8,28
3238,Cell3395,1,16,8,13,29,21,14
3239,Cell3396,1,5,31,23,23,25,5
3240,Cell3397,1,20,26,10,27,3,12
3241,Cell3398,1,1,29,18,30,22,0
3242,Cell3399,1,20,23,10,27,3,12
3243,Cell3400,1,23,21,32,13,0,19
3244,Cell3401,1,23,21,32,13,0,19
3245,Cell3402,1,8,24,6,28,8,28
3246,Cell3404,1,8,20,16,28,29,27
3247,Cell3405,1,16,11,13,29,21,14
3248,Cell3406,1,20,23,6,27,3,12
3249,Cell3407,1,1,12,18,12,22,0
