,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
50,8536,8,3625.404,3247.937,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.342,0.442,0.776,0.33,0.649,0.86,28,16
51,8541,16,6208.319,5711.041,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.835,0.969,0.978,0.87,0.984,0.985,17,16
52,8548,32,11365.953,10578.383,0.673,0.782,0.842,0.645,0.755,0.832,0.667,0.78,0.841,0.664,0.772,0.841,0.648,0.726,0.839,30,28
53,8540,64,21744.811,20507.381,0.407,0.36,0.567,0.377,0.348,0.568,0.457,0.382,0.57,0.421,0.315,0.57,0.429,0.256,0.558,34,27
54,9488,2,1723.684,1454.369,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.283,0.084,0.357,0.294,0.133,0.404,25,16
55,9500,4,2513.519,2179.537,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.293,0.22,0.595,0.305,0.339,0.66,28,18
56,9497,8,4031.199,3632.739,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.329,0.449,0.779,0.337,0.608,0.842,27,18
57,9498,16,6929.762,6381.936,0.846,0.92,0.956,0.849,0.963,0.97,0.849,0.963,0.97,0.602,0.836,0.92,0.849,0.964,0.97,23,16
58,9499,32,12682.868,11836.419,0.679,0.766,0.825,0.664,0.754,0.821,0.685,0.777,0.829,0.672,0.764,0.829,0.663,0.749,0.829,30,28
59,9505,64,24168.54,22740.407,0.426,0.42,0.612,0.41,0.386,0.608,0.478,0.444,0.62,0.459,0.359,0.619,0.436,0.294,0.608,38,31
0,957,2,252.536,197.381,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.328,0.17,0.438,0.366,0.313,0.535,12,7
1,953,4,339.544,282.629,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.357,0.44,0.72,0.462,0.748,0.854,12,7
2,953,8,522.977,453.726,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,860.196,782.812,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1551.379,1426.579,0.568,0.624,0.745,0.55,0.621,0.747,0.553,0.627,0.745,0.53,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,2922.116,2712.797,0.314,0.152,0.518,0.304,0.13,0.502,0.366,0.157,0.521,0.341,0.107,0.393,0.352,0.059,0.289,16,8
6,1892,2,439.348,356.961,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.315,0.134,0.405,0.318,0.241,0.487,16,9
7,1896,4,613.321,524.398,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.341,0.355,0.674,0.333,0.578,0.782,16,9
8,1895,8,966.599,857.175,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.435,0.681,0.866,0.898,1.0,1.0,16,8
9,1898,16,1642.681,1507.908,0.867,0.84,0.949,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,3004.662,2783.702,0.596,0.631,0.752,0.576,0.651,0.756,0.591,0.664,0.757,0.586,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,5700.005,5336.378,0.353,0.26,0.525,0.334,0.253,0.521,0.41,0.276,0.532,0.38,0.18,0.463,0.354,0.137,0.43,22,16
12,2836,2,623.659,514.773,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.316,0.118,0.39,0.302,0.203,0.458,18,11
13,2841,4,895.561,769.697,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.321,0.327,0.661,0.343,0.457,0.724,17,12
14,2843,8,1363.814,1009.024,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.374,0.564,0.825,0.876,1.0,1.0,20,8
15,2841,16,1974.46,1800.83,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,3552.017,3306.979,0.587,0.635,0.753,0.568,0.649,0.757,0.593,0.659,0.759,0.576,0.588,0.753,0.578,0.55,0.745,24,22
17,2845,64,6778.248,6359.967,0.374,0.283,0.508,0.344,0.283,0.506,0.413,0.307,0.52,0.402,0.222,0.487,0.347,0.157,0.453,27,19
18,3792,2,656.557,546.914,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.297,0.105,0.378,0.311,0.197,0.454,20,11
19,3798,4,941.942,814.153,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.307,0.267,0.625,0.331,0.451,0.723,22,12
20,3788,8,1509.342,1359.402,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.365,0.531,0.811,0.82,0.974,0.984,22,9
21,3783,16,2589.954,2372.395,0.85,0.911,0.959,0.814,0.895,0.951,0.828,0.964,0.97,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,4735.639,4397.221,0.657,0.751,0.84,0.648,0.767,0.84,0.662,0.777,0.845,0.646,0.752,0.843,0.635,0.683,0.832,30,25
23,3792,64,9028.883,8422.075,0.33,0.253,0.514,0.375,0.314,0.533,0.417,0.322,0.539,0.402,0.25,0.518,0.388,0.194,0.494,29,21
24,4739,2,814.634,678.942,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.289,0.102,0.375,0.311,0.176,0.441,21,12
25,4742,4,1170.966,1004.639,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.311,0.261,0.623,0.331,0.426,0.709,22,13
26,4744,8,1899.426,1675.279,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.361,0.505,0.799,0.532,0.809,0.91,24,13
27,4744,16,3266.485,3247.797,0.838,0.912,0.965,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,16,16
28,4746,32,6414.198,5973.908,0.678,0.76,0.838,0.667,0.772,0.835,0.669,0.777,0.84,0.68,0.751,0.84,0.651,0.689,0.831,28,25
29,4740,64,12168.54,11451.68,0.406,0.347,0.548,0.348,0.328,0.545,0.435,0.36,0.555,0.412,0.286,0.539,0.36,0.199,0.501,32,22
30,5697,2,1067.828,897.072,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.282,0.091,0.363,0.312,0.148,0.419,24,14
31,5687,4,1532.624,1349.592,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.303,0.226,0.599,0.321,0.411,0.699,27,14
32,5690,8,2490.392,2226.976,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.332,0.485,0.792,0.53,0.807,0.909,25,13
33,5682,16,4203.594,3868.484,0.786,0.798,0.92,0.773,0.881,0.945,0.81,0.945,0.957,0.808,0.944,0.956,0.808,0.945,0.956,16,16
34,5691,32,7648.639,7125.378,0.639,0.745,0.819,0.631,0.741,0.817,0.636,0.746,0.819,0.623,0.722,0.817,0.613,0.662,0.807,29,25
35,5691,64,14678.608,13702.452,0.414,0.358,0.563,0.378,0.33,0.555,0.452,0.386,0.573,0.418,0.281,0.555,0.429,0.26,0.541,32,27
36,6653,2,1262.851,1057.885,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.279,0.079,0.351,0.319,0.148,0.418,27,14
37,6643,4,1820.961,1693.75,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.295,0.23,0.603,0.337,0.4,0.697,26,14
38,6648,8,3266.908,2912.417,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.34,0.477,0.791,0.535,0.815,0.911,25,13
39,6645,16,5511.629,5017.45,0.818,0.842,0.911,0.777,0.874,0.908,0.776,0.872,0.907,0.698,0.836,0.889,0.774,0.876,0.91,19,16
40,6640,32,10026.54,9267.865,0.68,0.756,0.842,0.673,0.776,0.843,0.678,0.774,0.842,0.678,0.765,0.844,0.677,0.747,0.845,30,28
41,6643,64,18996.965,17765.49,0.388,0.346,0.569,0.384,0.329,0.566,0.446,0.38,0.577,0.415,0.294,0.56,0.404,0.232,0.539,33,26
42,7600,2,1639.589,1359.358,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.292,0.081,0.354,0.303,0.135,0.405,26,16
43,7602,4,2322.175,2040.138,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.31,0.227,0.599,0.328,0.352,0.672,27,16
44,7598,8,3680.375,3319.492,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.325,0.477,0.788,0.472,0.752,0.891,26,14
45,7601,16,6304.076,5770.041,0.847,0.922,0.968,0.816,0.966,0.974,0.816,0.965,0.973,0.732,0.912,0.95,0.816,0.963,0.972,19,16
46,7602,32,11407.024,10568.807,0.653,0.717,0.792,0.646,0.707,0.786,0.663,0.718,0.789,0.661,0.707,0.793,0.653,0.65,0.794,29,25
47,7596,64,21681.29,20396.419,0.382,0.315,0.542,0.377,0.326,0.542,0.453,0.379,0.556,0.41,0.292,0.546,0.404,0.239,0.526,34,26
48,8560,2,1836.764,1526.003,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.289,0.071,0.342,0.285,0.128,0.398,30,17
49,8550,4,2615.685,2276.507,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.33,0.211,0.591,0.332,0.374,0.683,28,15
50,8536,8,4134.614,3721.225,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.339,0.449,0.777,0.33,0.649,0.86,28,16
51,8541,16,7046.688,6469.777,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.806,0.952,0.97,0.87,0.984,0.985,18,16
52,8548,32,12783.779,11899.572,0.666,0.767,0.836,0.651,0.767,0.836,0.678,0.788,0.844,0.662,0.774,0.838,0.648,0.726,0.839,31,28
53,8540,64,24406.913,22852.28,0.41,0.362,0.565,0.377,0.343,0.557,0.456,0.381,0.572,0.43,0.315,0.57,0.429,0.256,0.558,35,27
54,9488,2,2025.733,1704.014,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.283,0.078,0.349,0.294,0.133,0.404,28,16
55,9500,4,2919.843,2520.246,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.304,0.196,0.582,0.305,0.339,0.66,30,18
56,9497,8,4612.359,4107.761,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.342,0.444,0.778,0.337,0.608,0.842,27,18
57,9498,16,7842.422,7188.578,0.85,0.925,0.96,0.849,0.964,0.97,0.849,0.963,0.97,0.632,0.86,0.928,0.849,0.964,0.97,22,16
58,9499,32,14263.072,13294.363,0.674,0.761,0.825,0.681,0.771,0.829,0.681,0.776,0.828,0.676,0.768,0.829,0.663,0.749,0.829,30,28
59,9505,64,27284.769,25532.808,0.445,0.421,0.613,0.41,0.386,0.606,0.486,0.452,0.619,0.463,0.375,0.618,0.436,0.294,0.608,39,31
0,957,2,272.224,203.254,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.336,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,358.554,290.841,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.353,0.438,0.719,0.462,0.748,0.854,12,7
2,953,8,537.363,469.961,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,885.121,806.479,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1570.391,1470.429,0.544,0.618,0.745,0.539,0.627,0.751,0.557,0.627,0.746,0.527,0.513,0.73,0.482,0.409,0.704,20,17
5,951,64,2953.698,2785.278,0.328,0.135,0.511,0.304,0.137,0.508,0.368,0.155,0.517,0.351,0.1,0.381,0.352,0.059,0.289,15,8
6,1892,2,454.695,375.524,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.321,0.12,0.392,0.318,0.241,0.487,18,9
7,1896,4,629.535,541.786,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.339,0.358,0.674,0.333,0.578,0.782,16,9
8,1895,8,986.876,883.755,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.48,0.764,0.894,0.898,1.0,1.0,14,8
9,1898,16,1686.997,1548.384,0.848,0.927,0.967,0.838,0.964,0.971,0.838,0.963,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,3035.223,2848.997,0.58,0.622,0.744,0.576,0.637,0.75,0.591,0.661,0.757,0.587,0.571,0.751,0.584,0.547,0.746,22,21
11,1902,64,5780.296,5441.889,0.366,0.267,0.527,0.339,0.247,0.516,0.395,0.274,0.533,0.38,0.18,0.464,0.354,0.137,0.43,21,16
12,2836,2,643.939,533.228,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.306,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,916.914,797.383,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.316,0.309,0.651,0.343,0.457,0.724,18,12
14,2843,8,1469.284,1325.943,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.371,0.563,0.825,0.876,1.0,1.0,20,8
15,2841,16,2502.722,2293.125,0.849,0.868,0.949,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4510.386,4229.97,0.555,0.606,0.74,0.572,0.639,0.751,0.6,0.665,0.761,0.587,0.601,0.757,0.578,0.55,0.745,26,22
17,2845,64,8645.737,7739.047,0.376,0.288,0.515,0.354,0.286,0.512,0.413,0.312,0.519,0.394,0.193,0.472,0.347,0.157,0.453,24,19
18,3792,2,712.249,587.965,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.281,0.101,0.375,0.311,0.197,0.454,21,11
19,3798,4,1012.592,875.301,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.322,0.27,0.629,0.331,0.451,0.723,21,12
20,3788,8,1613.901,1453.97,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.36,0.511,0.804,0.82,0.974,0.984,23,9
21,3783,16,2769.75,2557.941,0.85,0.912,0.959,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,5047.376,4732.842,0.641,0.718,0.832,0.65,0.759,0.839,0.662,0.778,0.845,0.652,0.77,0.844,0.635,0.683,0.832,31,25
23,3792,64,9634.402,9122.27,0.4,0.33,0.534,0.358,0.309,0.534,0.428,0.335,0.543,0.405,0.248,0.523,0.388,0.194,0.494,30,21
24,4739,2,861.756,734.927,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.294,0.104,0.378,0.311,0.176,0.441,20,12
25,4742,4,1261.927,1083.782,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.32,0.262,0.623,0.331,0.426,0.709,22,13
26,4744,8,2023.204,1839.541,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.358,0.472,0.787,0.532,0.809,0.91,26,13
27,4744,16,3465.429,3192.589,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,6459.788,5926.34,0.665,0.764,0.839,0.652,0.756,0.832,0.668,0.779,0.841,0.679,0.756,0.841,0.651,0.689,0.831,28,25
29,4740,64,12074.604,11383.013,0.393,0.34,0.544,0.34,0.313,0.545,0.441,0.37,0.555,0.398,0.276,0.535,0.36,0.199,0.501,32,22
30,5697,2,1032.193,873.244,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.302,0.088,0.361,0.312,0.148,0.419,24,14
31,5687,4,1496.9,1318.797,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.304,0.226,0.599,0.321,0.411,0.699,27,14
32,5690,8,2439.657,2176.837,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.329,0.502,0.799,0.53,0.807,0.909,24,13
33,5682,16,4126.497,3797.755,0.809,0.944,0.956,0.81,0.945,0.957,0.81,0.945,0.957,0.77,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,7571.055,7081.103,0.632,0.718,0.813,0.627,0.739,0.816,0.639,0.751,0.82,0.623,0.736,0.818,0.613,0.662,0.807,30,25
35,5691,64,14565.097,13709.096,0.398,0.326,0.56,0.371,0.332,0.563,0.45,0.381,0.573,0.423,0.295,0.556,0.429,0.26,0.541,34,27
36,6653,2,1220.522,1587.697,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.286,0.078,0.349,0.319,0.148,0.418,28,14
37,6643,4,2750.051,2385.378,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.315,0.222,0.6,0.337,0.4,0.697,26,14
38,6648,8,4351.545,3953.089,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.337,0.465,0.786,0.535,0.815,0.911,26,13
39,6645,16,7404.002,6845.667,0.819,0.842,0.911,0.776,0.872,0.907,0.777,0.874,0.908,0.696,0.831,0.886,0.774,0.876,0.91,19,16
40,6640,32,13532.386,12649.505,0.68,0.779,0.846,0.672,0.772,0.839,0.677,0.778,0.841,0.677,0.768,0.844,0.677,0.747,0.845,30,28
41,6643,64,25877.067,24342.657,0.404,0.359,0.568,0.363,0.337,0.567,0.451,0.386,0.577,0.422,0.307,0.566,0.404,0.232,0.539,34,26
42,7600,2,2181.573,1855.186,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.266,0.082,0.353,0.303,0.135,0.405,27,16
43,7602,4,3145.678,2740.429,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.3,0.214,0.592,0.328,0.352,0.672,28,16
44,7598,8,5019.103,4484.022,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.318,0.453,0.777,0.472,0.752,0.891,28,14
45,7601,16,8484.838,7834.85,0.854,0.866,0.954,0.816,0.966,0.974,0.816,0.965,0.973,0.745,0.925,0.955,0.816,0.963,0.972,18,16
46,7602,32,15413.626,14441.531,0.65,0.684,0.786,0.623,0.685,0.779,0.665,0.718,0.789,0.661,0.707,0.794,0.653,0.65,0.794,29,25
47,7596,64,29422.499,27812.145,0.415,0.362,0.55,0.387,0.337,0.545,0.45,0.373,0.555,0.416,0.297,0.543,0.404,0.239,0.526,35,26
48,8560,2,2438.733,2064.501,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.285,0.076,0.346,0.285,0.128,0.398,29,17
49,8550,4,3528.219,3038.825,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.304,0.226,0.599,0.332,0.374,0.683,27,15
50,8536,8,5565.36,5067.425,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.338,0.426,0.77,0.33,0.649,0.86,29,16
51,8541,16,9545.986,8766.175,0.87,0.985,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.838,0.968,0.978,0.87,0.984,0.985,17,16
52,8548,32,17360.397,16240.974,0.668,0.75,0.838,0.664,0.777,0.84,0.678,0.788,0.844,0.66,0.768,0.84,0.648,0.726,0.839,30,28
53,8540,64,33359.872,31364.979,0.41,0.358,0.564,0.369,0.346,0.561,0.457,0.38,0.57,0.428,0.315,0.569,0.429,0.256,0.558,35,27
54,9488,2,2720.352,2315.971,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.273,0.076,0.347,0.294,0.133,0.404,28,16
55,9500,4,3875.191,3401.556,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.274,0.211,0.59,0.305,0.339,0.66,29,18
56,9497,8,6176.057,5604.988,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.345,0.445,0.778,0.337,0.608,0.842,27,18
57,9498,16,10602.678,9783.41,0.847,0.921,0.956,0.849,0.963,0.97,0.849,0.963,0.97,0.674,0.873,0.933,0.849,0.964,0.97,21,16
58,9499,32,19603.303,18349.09,0.68,0.763,0.826,0.67,0.763,0.823,0.685,0.777,0.828,0.674,0.76,0.83,0.663,0.749,0.829,29,28
59,9505,64,37776.9,35664.724,0.454,0.426,0.62,0.389,0.383,0.61,0.488,0.45,0.619,0.463,0.377,0.622,0.436,0.294,0.608,40,31
0,957,2,319.088,246.951,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.316,0.177,0.441,0.366,0.313,0.535,12,7
1,953,4,422.415,349.492,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.358,0.448,0.721,0.462,0.748,0.854,12,7
2,953,8,640.355,550.665,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,1056.114,956.074,0.826,0.925,0.962,0.791,0.908,0.955,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1881.02,1727.121,0.552,0.626,0.745,0.525,0.602,0.743,0.556,0.625,0.746,0.524,0.514,0.733,0.482,0.409,0.704,20,17
5,951,64,3494.051,3266.958,0.328,0.146,0.515,0.305,0.159,0.513,0.366,0.155,0.522,0.354,0.1,0.382,0.352,0.059,0.289,15,8
6,1892,2,541.082,434.391,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.319,0.129,0.399,0.318,0.241,0.487,17,9
7,1896,4,620.598,477.455,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.33,0.388,0.688,0.333,0.578,0.782,15,9
8,1895,8,883.219,786.048,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.419,0.706,0.876,0.898,1.0,1.0,15,8
9,1898,16,1490.898,1362.348,0.867,0.84,0.949,0.812,0.907,0.96,0.838,0.963,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2712.925,2522.423,0.601,0.651,0.756,0.558,0.618,0.742,0.596,0.666,0.757,0.579,0.562,0.751,0.584,0.547,0.746,22,21
11,1902,64,5153.834,4809.896,0.361,0.257,0.518,0.333,0.243,0.522,0.396,0.267,0.533,0.379,0.185,0.467,0.354,0.137,0.43,22,16
12,2836,2,566.928,469.369,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.287,0.125,0.397,0.302,0.203,0.458,17,11
13,2841,4,811.835,706.932,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.334,0.317,0.653,0.343,0.457,0.724,18,12
14,2843,8,1302.472,1152.685,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.365,0.562,0.825,0.876,1.0,1.0,20,8
15,2841,16,2265.934,2025.512,0.849,0.924,0.961,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4007.143,3718.078,0.567,0.626,0.75,0.584,0.654,0.758,0.6,0.658,0.758,0.574,0.587,0.754,0.578,0.55,0.745,25,22
17,2845,64,7615.295,7163.387,0.379,0.288,0.513,0.339,0.269,0.507,0.415,0.306,0.52,0.391,0.195,0.476,0.347,0.157,0.453,24,19
18,3792,2,743.896,614.577,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.29,0.107,0.38,0.311,0.197,0.454,20,11
19,3798,4,1064.49,920.928,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.307,0.267,0.624,0.331,0.451,0.723,22,12
20,3788,8,1712.434,1521.481,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.358,0.505,0.802,0.82,0.974,0.984,23,9
21,3783,16,2917.646,2673.731,0.85,0.911,0.959,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,5293.685,4945.872,0.63,0.678,0.816,0.656,0.77,0.842,0.664,0.773,0.843,0.652,0.772,0.845,0.635,0.683,0.832,31,25
23,3792,64,10120.831,9487.379,0.389,0.324,0.536,0.349,0.289,0.529,0.421,0.329,0.541,0.412,0.261,0.524,0.388,0.194,0.494,31,21
24,4739,2,907.205,768.569,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.285,0.093,0.366,0.311,0.176,0.441,23,12
25,4742,4,1333.21,1139.329,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.315,0.27,0.629,0.331,0.426,0.709,21,13
26,4744,8,2136.008,1918.403,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.354,0.481,0.791,0.532,0.809,0.91,25,13
27,4744,16,3654.826,3326.553,0.843,0.919,0.969,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,16,16
28,4746,32,6609.939,6145.996,0.675,0.772,0.841,0.664,0.757,0.833,0.669,0.779,0.841,0.675,0.754,0.841,0.651,0.689,0.831,28,25
29,4740,64,12606.821,11839.252,0.395,0.352,0.548,0.382,0.347,0.549,0.43,0.361,0.556,0.41,0.278,0.537,0.36,0.199,0.501,32,22
30,5697,2,1089.237,916.928,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.272,0.099,0.371,0.312,0.148,0.419,22,14
31,5687,4,1573.16,1379.59,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.302,0.234,0.603,0.321,0.411,0.699,26,14
32,5690,8,2552.91,2300.878,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.331,0.489,0.793,0.53,0.807,0.909,25,13
33,5682,16,4352.157,3955.79,0.81,0.945,0.956,0.81,0.946,0.957,0.81,0.945,0.957,0.807,0.941,0.954,0.808,0.945,0.956,16,16
34,5691,32,7944.553,7391.092,0.631,0.723,0.814,0.633,0.741,0.818,0.639,0.749,0.82,0.629,0.743,0.822,0.613,0.662,0.807,30,25
35,5691,64,15146.799,14681.221,0.395,0.339,0.562,0.401,0.35,0.561,0.448,0.38,0.573,0.418,0.288,0.556,0.429,0.26,0.541,32,27
36,6653,2,1363.322,1109.329,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.285,0.085,0.355,0.319,0.148,0.418,26,14
37,6643,4,1961.728,1667.462,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.314,0.243,0.609,0.337,0.4,0.697,25,14
38,6648,8,3127.234,2788.453,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.333,0.455,0.783,0.535,0.815,0.911,26,13
39,6645,16,5333.378,4885.002,0.795,0.847,0.909,0.782,0.852,0.896,0.776,0.872,0.907,0.703,0.837,0.894,0.774,0.876,0.91,18,16
40,6640,32,9738.264,9040.624,0.673,0.755,0.842,0.639,0.738,0.833,0.679,0.78,0.842,0.675,0.77,0.845,0.677,0.747,0.845,30,28
41,6643,64,18561.875,17480.666,0.417,0.362,0.574,0.371,0.339,0.565,0.443,0.382,0.578,0.421,0.307,0.567,0.404,0.232,0.539,34,26
