ID	did	seurat_cluster	kmeans_cluster	labels
Cell1126	1	9	3	2
Cell1127	1	9	3	2
Cell1128	1	6	3	2
Cell1129	1	1	1	1
Cell1130	1	2	2	4
Cell1131	1	6	3	2
Cell1132	1	7	3	2
Cell1133	1	7	3	2
Cell1134	1	7	3	2
Cell1135	1	3	3	3
Cell1136	1	7	3	2
Cell1137	1	6	3	2
Cell1138	1	4	3	3
Cell1139	1	7	3	2
Cell1140	1	7	3	2
Cell1141	1	2	4	4
Cell1142	1	2	4	4
Cell1143	1	2	4	4
Cell1144	1	7	3	2
Cell1145	1	5	2	4
Cell1146	1	8	1	1
Cell1147	1	4	3	3
Cell1148	1	1	1	1
Cell1149	1	1	1	1
Cell1150	1	5	2	4
Cell1151	1	4	3	3
Cell1152	1	2	4	4
Cell1153	1	8	1	1
Cell1154	1	1	1	1
Cell1155	1	8	1	1
Cell1156	1	2	4	4
Cell1157	1	6	3	2
Cell1158	1	8	1	1
Cell1159	1	1	1	1
Cell1160	1	1	1	1
Cell1161	1	5	2	4
Cell1162	1	8	1	1
Cell1163	1	2	2	4
Cell1164	1	2	4	4
Cell1165	1	2	2	4
Cell1166	1	5	2	4
Cell1167	1	1	1	1
Cell1168	1	7	3	2
Cell1169	1	4	3	3
Cell1170	1	5	2	4
Cell1171	1	2	2	4
Cell1172	1	6	3	2
Cell1174	1	8	1	1
Cell1175	1	1	1	1
Cell1176	1	6	3	2
Cell1177	1	5	2	4
Cell1178	1	7	3	2
Cell1179	1	5	2	4
Cell1180	1	3	3	3
Cell1181	1	3	3	3
Cell1182	1	7	3	2
Cell1183	1	9	3	2
Cell1184	1	2	4	4
Cell1185	1	2	2	4
Cell1186	1	5	2	4
Cell1187	1	4	3	3
Cell1188	1	5	2	4
Cell1189	1	8	1	1
Cell1190	1	4	3	3
Cell1191	1	3	3	3
Cell1193	1	9	3	2
Cell1194	1	8	1	1
Cell1195	1	5	2	4
Cell1196	1	7	3	2
Cell1197	1	2	4	4
Cell1198	1	5	2	4
Cell1199	1	2	2	4
Cell1200	1	9	3	2
Cell1201	1	8	1	1
Cell1202	1	4	3	3
Cell1203	1	2	4	4
Cell1204	1	6	3	2
Cell1205	1	8	1	1
Cell1206	1	8	1	1
Cell1207	1	1	1	1
Cell1208	1	9	3	2
Cell1209	1	6	3	2
Cell1210	1	4	3	3
Cell1211	1	6	3	2
Cell1212	1	4	3	3
Cell1213	1	1	1	1
Cell1214	1	9	3	2
Cell1215	1	4	3	3
Cell1216	1	3	3	3
Cell1217	1	7	3	2
Cell1218	1	4	3	3
Cell1219	1	5	2	4
Cell1220	1	2	4	4
Cell1221	1	5	2	4
Cell1222	1	8	1	1
Cell1223	1	5	2	4
Cell1224	1	9	3	2
Cell1225	1	2	4	4
Cell1226	1	5	2	4
Cell1227	1	5	2	4
Cell1228	1	2	4	4
Cell1231	1	1	1	1
Cell1232	1	4	3	3
Cell1233	1	2	4	4
Cell1234	1	3	3	3
Cell1235	1	8	1	1
Cell1236	1	2	4	4
Cell1237	1	9	3	2
Cell1238	1	7	3	2
Cell1239	1	1	1	1
Cell1240	1	2	4	4
Cell1241	1	1	1	1
Cell1242	1	8	1	1
Cell1243	1	5	2	4
Cell1244	1	3	3	3
Cell1245	1	1	1	1
Cell1246	1	9	3	2
Cell1247	1	1	1	1
Cell1248	1	3	3	3
Cell1249	1	1	1	1
Cell1250	1	6	3	2
Cell1251	1	2	2	4
Cell1252	1	9	3	2
Cell1253	1	3	3	3
Cell1254	1	5	2	4
Cell1255	1	2	4	4
Cell1256	1	2	4	4
Cell1257	1	1	1	1
Cell1258	1	6	3	2
Cell1259	1	3	3	3
Cell1260	1	5	2	4
Cell1261	1	1	1	1
Cell1262	1	6	3	2
Cell1263	1	8	1	1
Cell1264	1	6	3	2
Cell1265	1	7	3	2
Cell1266	1	9	3	2
Cell1267	1	1	1	1
Cell1268	1	1	1	1
Cell1269	1	5	2	4
Cell1270	1	1	1	1
Cell1271	1	6	3	2
Cell1272	1	3	3	3
Cell1273	1	4	3	3
Cell1274	1	2	4	4
Cell1275	1	6	3	2
Cell1276	1	7	3	2
Cell1277	1	9	3	2
Cell1278	1	1	1	1
Cell1279	1	9	3	2
Cell1280	1	6	3	2
Cell1281	1	7	3	2
Cell1282	1	7	3	2
Cell1283	1	3	3	3
Cell1284	1	1	1	1
Cell1285	1	1	1	1
Cell1286	1	7	3	2
Cell1287	1	8	1	1
Cell1288	1	2	4	4
Cell1289	1	6	3	2
Cell1290	1	1	1	1
Cell1291	1	4	3	3
Cell1292	1	9	3	2
Cell1293	1	8	1	1
Cell1295	1	8	1	1
Cell1296	1	5	2	4
Cell1297	1	8	1	1
Cell1298	1	4	3	3
Cell1299	1	3	3	3
Cell1300	1	2	4	4
Cell1301	1	7	3	2
Cell1302	1	2	2	4
Cell1303	1	3	3	3
Cell1304	1	4	3	3
Cell1305	1	4	3	3
Cell1306	1	3	3	3
Cell1307	1	2	4	4
Cell1308	1	3	3	3
Cell1309	1	1	1	1
Cell1310	1	1	1	1
Cell1311	1	1	1	1
Cell1312	1	2	4	4
Cell1313	1	7	3	2
Cell1314	1	5	2	4
Cell1315	1	3	3	3
Cell1316	1	1	1	1
Cell1317	1	7	3	2
Cell1318	1	2	4	4
Cell1319	1	1	1	1
Cell1320	1	5	2	4
Cell1321	1	7	3	2
Cell1322	1	6	3	2
Cell1323	1	2	4	4
Cell1324	1	2	2	4
Cell1325	1	6	3	2
Cell1326	1	2	4	4
Cell1327	1	2	4	4
Cell1328	1	4	3	3
Cell1329	1	7	3	2
Cell1330	1	6	3	2
Cell1331	1	2	4	4
Cell1332	1	1	1	1
Cell1333	1	7	3	2
Cell1334	1	1	1	1
Cell1336	1	9	3	2
Cell1337	1	1	1	1
Cell1338	1	1	1	1
Cell1339	1	3	3	3
Cell1340	1	3	3	3
Cell1341	1	7	3	2
Cell1342	1	5	2	4
Cell1343	1	4	3	3
Cell1344	1	4	3	3
Cell1345	1	5	2	4
Cell1346	1	1	1	1
Cell1347	1	1	1	1
Cell1348	1	4	3	3
Cell1349	1	3	3	3
Cell1350	1	8	1	1
Cell1351	1	4	3	3
Cell1352	1	6	3	2
Cell1353	1	2	4	4
Cell1354	1	4	3	3
Cell1355	1	8	1	1
Cell1356	1	3	3	3
Cell1357	1	4	3	3
Cell1358	1	2	2	4
Cell1359	1	1	1	1
Cell1360	1	1	1	1
Cell1361	1	7	3	2
Cell1362	1	3	3	3
Cell1363	1	6	3	2
Cell1364	1	3	3	3
Cell1365	1	7	3	2
Cell1366	1	2	4	4
Cell1367	1	5	2	4
Cell1368	1	6	3	2
Cell1369	1	4	3	3
Cell1370	1	9	3	2
Cell1372	1	6	3	2
Cell1373	1	4	3	3
Cell1375	1	3	3	3
Cell1376	1	9	3	2
Cell1377	1	3	3	3
Cell1378	1	4	3	3
Cell1379	1	1	1	1
Cell1380	1	1	1	1
Cell1381	1	4	3	3
Cell1382	1	1	1	1
Cell1383	1	6	3	2
Cell1385	1	1	1	1
Cell1386	1	4	3	3
Cell1387	1	7	3	2
Cell1388	1	8	1	1
Cell1389	1	6	3	2
Cell1390	1	4	3	3
Cell1391	1	2	4	4
Cell1392	1	1	1	1
Cell1393	1	2	4	4
Cell1394	1	5	2	4
Cell1395	1	1	1	1
Cell1396	1	1	1	1
Cell1397	1	7	3	2
Cell1398	1	7	3	2
Cell1399	1	5	2	4
Cell1400	1	1	1	1
Cell1402	1	4	3	3
Cell1403	1	9	3	2
Cell1404	1	3	3	3
Cell1405	1	1	1	1
Cell1406	1	4	3	3
Cell1407	1	5	2	4
Cell1409	1	3	3	3
Cell1410	1	2	4	4
Cell1411	1	1	1	1
Cell1412	1	2	4	4
Cell1413	1	9	3	2
Cell1414	1	3	3	3
Cell1415	1	4	3	3
Cell1416	1	1	1	1
Cell1417	1	1	1	1
Cell1418	1	3	3	3
Cell1419	1	8	1	1
Cell1420	1	2	4	4
Cell1421	1	4	3	3
Cell1422	1	4	3	3
Cell1423	1	8	1	1
Cell1424	1	6	3	2
Cell1425	1	6	3	2
Cell1426	1	3	3	3
Cell1427	1	7	3	2
Cell1428	1	4	3	3
Cell1429	1	1	1	1
Cell1430	1	7	3	2
Cell1431	1	2	2	4
Cell1432	1	7	3	2
Cell1433	1	1	1	1
Cell1434	1	4	3	3
Cell1435	1	2	4	4
Cell1436	1	1	1	1
Cell1437	1	9	3	2
Cell1438	1	4	3	3
Cell1439	1	2	4	4
Cell1441	1	3	3	3
Cell1442	1	1	1	1
Cell1443	1	9	3	2
Cell1444	1	1	1	1
Cell1445	1	4	3	3
Cell1446	1	1	1	1
Cell1447	1	9	3	2
Cell1448	1	1	1	1
Cell1449	1	1	1	1
Cell1450	1	2	4	4
Cell1452	1	3	3	3
Cell1453	1	5	2	4
Cell1454	1	5	2	4
Cell1455	1	1	1	1
Cell1456	1	5	2	4
Cell1457	1	5	2	4
Cell1458	1	2	4	4
Cell1459	1	6	3	2
Cell1460	1	4	3	3
Cell1461	1	2	4	4
Cell1462	1	2	4	4
Cell1463	1	2	4	4
Cell1464	1	2	4	4
Cell1465	1	1	1	1
Cell1466	1	5	2	4
Cell1468	1	5	2	4
Cell1469	1	2	4	4
Cell1470	1	5	2	4
Cell1471	1	5	2	4
Cell1472	1	1	1	1
Cell1473	1	1	1	1
Cell1474	1	7	3	2
Cell1475	1	9	3	2
Cell1476	1	5	2	4
Cell1477	1	5	2	4
Cell1478	1	1	1	1
Cell1479	1	2	4	4
Cell1480	1	4	3	3
Cell1481	1	6	3	2
Cell1482	1	1	1	1
Cell1483	1	7	3	2
Cell1484	1	6	3	2
Cell1485	1	2	4	4
Cell1486	1	2	2	4
Cell1487	1	1	1	1
Cell1488	1	5	2	4
Cell1489	1	4	3	3
Cell1490	1	1	1	1
Cell1491	1	6	3	2
Cell1492	1	8	1	1
Cell1493	1	6	3	2
Cell1496	1	2	4	4
Cell1497	1	1	1	1
Cell1498	1	3	3	3
Cell1499	1	5	2	4
Cell1500	1	4	3	3
Cell1501	1	8	1	1
Cell1502	1	3	3	3
Cell1503	1	6	3	2
Cell1504	1	4	3	3
Cell1506	1	2	4	4
Cell1507	1	4	3	3
Cell1508	1	8	1	1
Cell1509	1	6	3	2
Cell1510	1	6	3	2
Cell1511	1	9	3	2
Cell1512	1	3	3	3
Cell1513	1	1	1	1
Cell1514	1	7	3	2
Cell1515	1	8	1	1
Cell1516	1	1	1	1
Cell1517	1	7	3	2
Cell1518	1	5	2	4
Cell1519	1	4	3	3
Cell1520	1	8	1	1
Cell1521	1	6	3	2
Cell1522	1	4	3	3
Cell1523	1	1	1	1
Cell1524	1	5	2	4
Cell1525	1	2	4	4
Cell1526	1	4	3	3
Cell1527	1	6	3	2
Cell1528	1	5	2	4
Cell1529	1	4	3	3
Cell1530	1	2	4	4
Cell1531	1	2	4	4
Cell1532	1	1	1	1
Cell1533	1	2	4	4
Cell1534	1	5	2	4
Cell1535	1	1	1	1
Cell1536	1	2	4	4
Cell1537	1	4	3	3
Cell1538	1	5	2	4
Cell1539	1	7	3	2
Cell1540	1	8	1	1
Cell1541	1	8	1	1
Cell1542	1	2	2	4
Cell1543	1	9	3	2
Cell1544	1	6	3	2
Cell1545	1	5	2	4
Cell1546	1	6	3	2
Cell1547	1	5	2	4
Cell1548	1	9	3	2
Cell1549	1	3	3	3
Cell1550	1	3	3	3
Cell1551	1	3	3	3
Cell1552	1	4	3	3
Cell1553	1	4	3	3
Cell1554	1	5	2	4
Cell1555	1	6	3	2
Cell1556	1	6	3	2
Cell1557	1	2	4	4
Cell1558	1	6	3	2
Cell1559	1	7	3	2
Cell1560	1	3	3	3
Cell1561	1	3	3	3
Cell1562	1	9	3	2
Cell1563	1	9	3	2
Cell1564	1	4	3	3
Cell1565	1	8	1	1
Cell1566	1	5	2	4
Cell1567	1	6	3	2
Cell1568	1	1	1	1
Cell1569	1	6	3	2
Cell1570	1	1	1	1
Cell1571	1	5	2	4
Cell1572	1	5	2	4
Cell1573	1	8	1	1
Cell1574	1	2	4	4
Cell1575	1	2	2	4
Cell1576	1	1	1	1
Cell1577	1	5	2	4
Cell1578	1	4	3	3
Cell1580	1	6	3	2
Cell1581	1	2	4	4
Cell1582	1	3	3	3
Cell1583	1	6	3	2
Cell1584	1	5	2	4
Cell1585	1	7	3	2
Cell1586	1	4	3	3
Cell1588	1	6	3	2
Cell1589	1	3	3	3
Cell1590	1	5	2	4
Cell1592	1	5	2	4
Cell1593	1	5	2	4
Cell1594	1	1	1	1
Cell1595	1	3	3	3
Cell1596	1	6	3	2
Cell1597	1	7	3	2
Cell1598	1	4	3	3
Cell1599	1	9	3	2
Cell1600	1	1	1	1
Cell1601	1	5	2	4
Cell1602	1	3	3	3
Cell1603	1	2	4	4
Cell1604	1	4	3	3
Cell1605	1	2	4	4
Cell1606	1	1	1	1
Cell1608	1	1	1	1
Cell1609	1	1	1	1
Cell1611	1	2	2	4
Cell1612	1	5	2	4
Cell1613	1	2	4	4
Cell1614	1	8	1	1
Cell1615	1	1	1	1
Cell1616	1	6	3	2
Cell1617	1	6	3	2
Cell1618	1	2	4	4
Cell1619	1	3	3	3
Cell1620	1	7	3	2
Cell1621	1	8	1	1
Cell1622	1	3	3	3
Cell1623	1	9	3	2
Cell1624	1	8	1	1
Cell1625	1	5	2	4
Cell1626	1	3	3	3
Cell1627	1	1	1	1
Cell1628	1	9	3	2
Cell1630	1	5	2	4
Cell1631	1	5	2	4
Cell1632	1	8	1	1
Cell1633	1	9	3	2
Cell1634	1	1	1	1
Cell1635	1	4	3	3
Cell1637	1	3	3	3
Cell1638	1	5	2	4
Cell1639	1	1	1	1
Cell1640	1	2	2	4
Cell1641	1	3	3	3
Cell1642	1	1	1	1
Cell1643	1	5	2	4
Cell1644	1	2	4	4
Cell1645	1	3	3	3
Cell1646	1	9	3	2
Cell1647	1	5	2	4
Cell1648	1	3	3	3
Cell1649	1	6	3	2
Cell1650	1	1	1	1
Cell1651	1	3	3	3
Cell1652	1	1	1	1
Cell1653	1	6	3	2
Cell1654	1	7	3	2
Cell1655	1	1	1	1
Cell1656	1	5	2	4
Cell1657	1	8	1	1
Cell1658	1	2	4	4
Cell1659	1	2	4	4
Cell1660	1	1	1	1
Cell1661	1	2	2	4
Cell1662	1	4	3	3
Cell1663	1	6	3	2
Cell1664	1	4	3	3
Cell1665	1	2	4	4
Cell1666	1	4	3	3
Cell1667	1	8	1	1
Cell1668	1	3	3	3
Cell1669	1	8	1	1
Cell1670	1	9	3	2
Cell1672	1	7	3	2
Cell1673	1	4	3	3
Cell1674	1	5	2	4
Cell1675	1	8	1	1
Cell1676	1	2	4	4
Cell1677	1	2	2	4
Cell1678	1	6	3	2
Cell1679	1	2	4	4
Cell1680	1	8	1	1
Cell1681	1	8	1	1
Cell1682	1	7	3	2
Cell1683	1	1	1	1
Cell1684	1	7	3	2
Cell1685	1	7	3	2
Cell1686	1	1	1	1
Cell1687	1	4	3	3
Cell1688	1	7	3	2
Cell1689	1	2	4	4
Cell1690	1	2	4	4
Cell1691	1	2	4	4
Cell1692	1	1	1	1
Cell1693	1	2	4	4
Cell1694	1	7	3	2
Cell1696	1	3	3	3
Cell1697	1	6	3	2
Cell1698	1	6	3	2
Cell1699	1	3	3	3
Cell1700	1	5	2	4
Cell1701	1	6	3	2
Cell1702	1	2	2	4
Cell1703	1	4	3	3
Cell1704	1	6	3	2
Cell1705	1	6	3	2
Cell1706	1	5	2	4
Cell1707	1	5	2	4
Cell1708	1	3	3	3
Cell1709	1	9	3	2
Cell1710	1	1	1	1
Cell1711	1	1	1	1
Cell1712	1	9	3	2
Cell1714	1	1	1	1
Cell1715	1	3	3	3
Cell1716	1	2	4	4
Cell1717	1	8	1	1
Cell1718	1	7	3	2
Cell1719	1	3	3	3
Cell1720	1	6	3	2
Cell1721	1	9	3	2
Cell1722	1	4	3	3
Cell1723	1	7	3	2
Cell1725	1	2	4	4
Cell1726	1	2	2	4
Cell1727	1	1	1	1
Cell1728	1	3	3	3
Cell1729	1	1	1	1
Cell1730	1	1	1	1
Cell1731	1	3	3	3
Cell1732	1	2	4	4
Cell1733	1	9	3	2
Cell1734	1	1	1	1
Cell1735	1	2	4	4
Cell1736	1	6	3	2
Cell1737	1	4	3	3
Cell1738	1	3	3	3
Cell1739	1	6	3	2
Cell1740	1	4	3	3
Cell1741	1	2	4	4
Cell1742	1	4	3	3
Cell1743	1	1	1	1
Cell1744	1	3	3	3
Cell1745	1	2	4	4
Cell1746	1	8	1	1
Cell1747	1	2	2	4
Cell1748	1	6	3	2
Cell1749	1	1	1	1
Cell1750	1	8	1	1
Cell1751	1	3	3	3
Cell1752	1	2	4	4
Cell1753	1	4	3	3
Cell1754	1	1	1	1
Cell1755	1	6	3	2
Cell1756	1	3	3	3
Cell1757	1	7	3	2
Cell1758	1	1	1	1
Cell1759	1	6	3	2
Cell1760	1	8	1	1
Cell1761	1	6	3	2
Cell1762	1	6	3	2
Cell1763	1	7	3	2
Cell1764	1	2	4	4
Cell1765	1	5	2	4
Cell1766	1	4	3	3
Cell1767	1	8	1	1
Cell1768	1	4	3	3
Cell1769	1	1	1	1
Cell1770	1	4	3	3
Cell1771	1	3	3	3
Cell1772	1	2	2	4
Cell1773	1	1	1	1
Cell1775	1	4	3	3
Cell1777	1	2	4	4
Cell1778	1	2	2	4
Cell1779	1	9	3	2
Cell1780	1	1	1	1
Cell1781	1	5	2	4
Cell1782	1	1	1	1
Cell1783	1	4	3	3
Cell1784	1	8	1	1
Cell1785	1	5	2	4
Cell1786	1	7	3	2
Cell1787	1	7	3	2
Cell1789	1	5	2	4
Cell1790	1	1	1	1
Cell1792	1	6	3	2
Cell1793	1	1	1	1
Cell1794	1	1	1	1
Cell1795	1	2	4	4
Cell1796	1	4	3	3
Cell1797	1	7	3	2
Cell1798	1	9	3	2
Cell1799	1	4	3	3
Cell1800	1	8	1	1
Cell1801	1	7	3	2
Cell1802	1	2	4	4
Cell1803	1	3	3	3
Cell1804	1	1	1	1
Cell1805	1	5	2	4
Cell1806	1	4	3	3
Cell1807	1	1	1	1
Cell1808	1	1	1	1
Cell1809	1	3	3	3
Cell1810	1	3	3	3
Cell1811	1	5	2	4
Cell1812	1	4	3	3
Cell1813	1	1	1	1
Cell1814	1	6	3	2
Cell1815	1	1	1	1
Cell1816	1	4	3	3
Cell1817	1	3	3	3
Cell1818	1	8	1	1
Cell1819	1	4	3	3
Cell1820	1	3	3	3
Cell1821	1	8	1	1
Cell1822	1	3	3	3
Cell1823	1	4	3	3
Cell1824	1	9	3	2
Cell1825	1	2	4	4
Cell1826	1	6	3	2
Cell1827	1	1	1	1
Cell1828	1	4	3	3
Cell1829	1	6	3	2
Cell1830	1	4	3	3
Cell1831	1	7	3	2
Cell1832	1	7	3	2
Cell1833	1	5	2	4
Cell1834	1	5	2	4
Cell1835	1	6	3	2
Cell1836	1	1	1	1
Cell1837	1	8	1	1
Cell1838	1	2	2	4
Cell1839	1	5	2	4
Cell1840	1	1	1	1
Cell1841	1	4	3	3
Cell1843	1	3	3	3
Cell1844	1	2	4	4
Cell1845	1	9	3	2
Cell1846	1	3	3	3
Cell1847	1	7	3	2
Cell1848	1	3	3	3
Cell1850	1	1	1	1
Cell1851	1	6	3	2
Cell1852	1	2	4	4
Cell1853	1	3	3	3
Cell1855	1	5	2	4
Cell1856	1	9	3	2
Cell1857	1	7	3	2
Cell1858	1	7	3	2
Cell1859	1	4	3	3
Cell1860	1	6	3	2
Cell1861	1	7	3	2
Cell1862	1	2	4	4
Cell1864	1	7	3	2
Cell1865	1	1	1	1
Cell1866	1	8	1	1
Cell1867	1	1	1	1
Cell1868	1	1	1	1
Cell1869	1	5	2	4
Cell1870	1	4	3	3
Cell1871	1	4	3	3
Cell1872	1	5	2	4
Cell1873	1	6	3	2
Cell1874	1	3	3	3
Cell1875	1	2	2	4
Cell1876	1	1	1	1
Cell1877	1	5	2	4
Cell1878	1	1	1	1
Cell1879	1	9	3	2
Cell1880	1	1	1	1
Cell1881	1	8	1	1
Cell1883	1	8	1	1
Cell1884	1	7	3	2
Cell1885	1	1	1	1
Cell1887	1	6	3	2
Cell1888	1	6	3	2
Cell1889	1	1	1	1
Cell1890	1	5	2	4
Cell1891	1	6	3	2
Cell1892	1	4	3	3
Cell1893	1	6	3	2
Cell1894	1	2	4	4
Cell1895	1	2	4	4
Cell1896	1	1	1	1
Cell1897	1	2	4	4
Cell1898	1	4	3	3
Cell1899	1	8	1	1
Cell1900	1	9	3	2
Cell1901	1	1	1	1
Cell1902	1	9	3	2
Cell1903	1	7	3	2
Cell1904	1	2	4	4
Cell1906	1	3	3	3
Cell1907	1	7	3	2
Cell1908	1	4	3	3
Cell1909	1	2	4	4
Cell1911	1	3	3	3
Cell1912	1	6	3	2
Cell1913	1	6	3	2
Cell1914	1	1	1	1
Cell1915	1	8	1	1
Cell1916	1	2	4	4
Cell1917	1	5	2	4
Cell1918	1	6	3	2
Cell1919	1	1	1	1
Cell1920	1	7	3	2
Cell1921	1	8	1	1
Cell1922	1	9	3	2
Cell1923	1	7	3	2
Cell1924	1	8	1	1
Cell1925	1	2	4	4
Cell1926	1	7	3	2
Cell1927	1	1	1	1
Cell1928	1	8	1	1
Cell1929	1	6	3	2
Cell1930	1	9	3	2
Cell1931	1	6	3	2
Cell1932	1	9	3	2
Cell1933	1	4	3	3
Cell1934	1	1	1	1
Cell1935	1	9	3	2
Cell1936	1	6	3	2
Cell1937	1	1	1	1
Cell1938	1	8	1	1
Cell1939	1	6	3	2
Cell1940	1	4	3	3
Cell1941	1	7	3	2
Cell1942	1	1	1	1
Cell1943	1	6	3	2
Cell1944	1	9	3	2
Cell1945	1	2	2	4
Cell1946	1	3	3	3
Cell1947	1	6	3	2
Cell1948	1	1	1	1
Cell1949	1	2	4	4
Cell1950	1	4	3	3
Cell1951	1	4	3	3
Cell1952	1	2	4	4
Cell1953	1	4	3	3
Cell1954	1	4	3	3
Cell1955	1	2	4	4
Cell1956	1	1	1	1
Cell1957	1	1	1	1
Cell1958	1	3	3	3
Cell1959	1	4	3	3
Cell1960	1	3	3	3
Cell1961	1	6	3	2
Cell1962	1	8	1	1
Cell1963	1	6	3	2
Cell1966	1	5	2	4
Cell1967	1	4	3	3
Cell1968	1	2	2	4
Cell1969	1	1	1	1
Cell1970	1	1	1	1
Cell1971	1	2	4	4
Cell1973	1	6	3	2
Cell1974	1	9	3	2
Cell1975	1	3	3	3
Cell1976	1	9	3	2
Cell1977	1	9	3	2
Cell1978	1	2	4	4
Cell1979	1	2	4	4
Cell1980	1	3	3	3
Cell1981	1	1	1	1
Cell1982	1	3	3	3
Cell1983	1	2	4	4
Cell1984	1	8	1	1
Cell1985	1	2	4	4
Cell1986	1	2	2	4
Cell1987	1	1	1	1
Cell1988	1	9	3	2
Cell1989	1	1	1	1
Cell1990	1	3	3	3
Cell1991	1	6	3	2
Cell1992	1	3	3	3
Cell1993	1	7	3	2
Cell1994	1	7	3	2
Cell1995	1	5	2	4
Cell1996	1	8	1	1
Cell1997	1	3	3	3
Cell1998	1	1	1	1
Cell1999	1	2	4	4
Cell2000	1	3	3	3
